#{"t_start": 1707175045.1665442, "env_id": "Radar-v0"}
r,l,t
66,47,541.2779
50,50,541.383055
70,50,541.592252
67,50,541.708358
61,50,541.820289
80,50,542.04539
63,47,542.17344
56,47,542.394388
62,50,542.521111
19,45,542.631545
41,50,542.846666
73,46,542.957555
59,47,543.055516
25,47,543.272851
24,50,543.393073
69,50,543.619055
27,47,543.746613
63,47,543.864499
22,50,544.075083
64,44,544.190205
74,49,544.32905
60,50,544.562267
58,50,544.680629
61,50,544.891416
35,45,545.008335
81,49,545.135857
67,47,545.352001
67,50,545.480237
8,50,545.607558
80,50,545.817805
74,50,545.943161
54,47,546.139449
74,47,546.247959
63,49,546.352445
79,47,546.552595
46,44,546.657814
64,40,546.752766
65,50,547.059049
80,50,547.184762
81,47,547.385187
34,44,547.493885
61,50,547.615577
33,49,547.833837
70,50,547.957644
62,50,548.081545
48,47,548.292456
26,50,548.419525
28,41,548.617155
56,47,548.742895
60,47,548.861687
81,50,549.087955
45,47,549.177589
80,50,549.28517
61,50,549.498891
70,44,549.606922
63,50,549.827825
60,50,549.942162
55,49,550.052763
48,50,550.263867
50,50,550.393611
30,50,550.521525
43,47,550.733415
41,46,550.857468
72,50,551.086236
31,49,551.202733
63,47,551.320877
80,50,551.539393
83,50,551.652076
43,50,551.934804
69,49,552.057577
62,50,552.186075
43,47,552.382825
60,50,552.471254
62,50,552.568539
45,44,552.769694
78,50,552.895739
60,47,553.107864
67,50,553.235121
40,47,553.350667
58,50,553.566576
76,44,553.67887
47,50,553.8111
76,50,554.022892
68,50,554.111656
69,50,554.292164
47,47,554.407374
54,47,554.526769
51,47,554.742031
61,50,554.875892
78,47,555.00271
60,50,555.222149
57,47,555.324544
50,49,555.538129
55,50,555.655721
44,50,555.777432
58,50,555.987108
49,50,556.105799
32,47,556.301464
25,44,556.404998
83,50,556.521113
61,44,556.740561
47,47,556.826079
34,47,556.915137
70,50,557.140991
69,50,557.238016
40,49,557.397598
50,49,557.517591
51,50,557.639127
62,49,557.822941
49,50,557.945736
60,50,558.074742
51,47,558.290294
78,49,558.415705
73,47,558.614958
56,44,558.75032
67,50,558.877509
80,50,559.096663
60,47,559.218682
58,50,559.348011
56,50,559.571791
62,50,559.693167
46,50,560.099355
48,50,560.218533
57,50,560.336638
37,50,560.887241
78,50,560.998884
44,46,561.219249
51,50,561.34465
43,50,561.465805
49,50,561.801224
80,47,561.915511
46,50,562.038184
40,47,562.304188
62,50,562.427739
68,49,562.714118
58,47,562.84427
84,50,562.968646
56,50,563.320341
68,47,563.448991
50,44,563.576063
62,47,563.912379
79,50,564.044389
52,47,564.259794
56,50,564.397385
46,50,564.528149
51,46,564.808141
26,50,564.930468
47,49,565.262402
46,47,565.38027
84,50,565.505538
66,50,565.725112
45,44,565.838805
75,50,565.964926
69,44,566.364284
31,47,566.479784
67,50,566.629788
16,47,566.872293
25,50,566.995471
69,50,567.210482
51,50,567.341462
51,50,567.468273
52,50,567.699669
33,47,567.837525
65,47,568.058875
44,44,568.177668
37,44,568.293403
68,49,568.514165
78,50,568.639064
74,47,568.756767
38,41,568.981922
45,47,569.081539
61,50,569.206458
44,49,569.414701
47,50,569.516467
61,50,569.728645
50,47,569.853351
63,50,569.992222
50,50,570.216608
81,47,570.338417
51,47,570.461092
63,49,570.6797
50,49,570.807214
57,47,571.011411
45,47,571.112974
71,50,571.226603
59,50,571.645043
77,50,571.757048
51,47,571.959526
61,47,572.078737
57,50,572.208003
51,47,572.415743
49,50,572.547986
60,50,572.679374
68,47,572.88361
70,50,573.004461
33,47,573.202586
61,46,573.331493
30,46,573.446153
51,50,573.639477
80,50,573.769276
51,50,573.906457
81,47,574.119137
59,50,574.261756
69,50,574.499911
50,48,574.615225
19,50,574.741136
39,47,574.953727
78,50,575.076636
47,50,575.29769
61,50,575.403024
81,50,575.506394
78,50,575.709554
53,50,575.856113
76,50,575.980828
28,47,576.216089
46,47,576.339647
57,50,576.554322
50,47,576.673777
48,47,576.778737
28,44,576.997725
56,50,577.128844
61,50,577.272406
44,50,577.498241
45,50,577.618317
49,50,577.826031
66,50,577.955152
52,50,578.07866
26,49,578.311034
48,50,578.439472
59,47,578.660528
50,47,578.790242
62,50,578.923604
72,50,579.166111
69,50,579.289017
65,50,579.411411
56,47,579.610975
62,50,579.744295
62,50,579.966961
45,49,580.095879
65,47,580.220583
67,50,580.447958
80,47,580.559613
57,47,580.764591
56,46,580.883866
49,50,581.004149
49,47,581.217494
80,50,581.343437
79,50,581.468803
51,50,581.796466
68,50,581.934386
50,50,582.159971
50,47,582.273743
47,50,582.389063
64,50,582.587845
79,49,582.709167
82,50,582.830448
41,47,583.04445
64,47,583.167035
74,49,583.396024
79,50,583.521657
73,47,583.642062
69,50,583.988584
53,50,584.093599
61,46,584.325373
45,47,584.447283
52,50,584.58082
61,50,584.827487
46,50,584.950819
59,49,585.068455
38,50,585.281713
45,50,585.406164
63,50,585.621453
48,50,585.745472
47,50,585.868464
62,50,586.09458
45,44,586.201851
30,48,586.320905
46,49,586.550191
60,46,586.683128
81,50,586.920848
74,47,587.029401
46,49,587.141404
61,50,587.358397
33,47,587.481389
48,50,587.729851
39,45,587.841458
46,47,587.957587
45,50,588.191438
56,50,588.323421
44,47,588.445893
33,47,588.658458
40,47,588.77489
57,50,588.993113
55,50,589.120074
59,47,589.21635
52,50,589.435882
44,50,589.554559
17,50,589.648289
48,47,589.85675
46,50,589.988677
63,47,590.197037
53,50,590.320148
40,47,590.435458
43,47,590.643894
33,50,590.76915
49,50,590.895704
44,50,591.112983
45,47,591.23169
46,50,591.456789
41,44,591.573199
48,50,591.699622
46,50,591.918998
49,47,592.046996
46,47,592.178035
47,50,592.406739
50,50,592.541069
56,47,592.780275
49,50,592.910124
47,50,593.04459
46,50,593.269254
58,50,593.409735
45,50,593.641922
56,49,593.776044
41,49,593.910299
40,50,594.149691
70,50,594.271911
44,50,594.477443
29,47,594.601107
54,49,594.718649
47,49,594.932909
38,47,595.04808
65,50,595.167311
54,50,595.382748
51,50,595.512669
61,50,595.728681
64,47,595.846029
45,50,595.958858
50,47,596.168593
49,44,596.279841
82,50,596.410838
40,47,596.608474
45,50,596.710419
64,47,596.905644
63,47,597.020648
49,50,597.142453
62,47,597.353134
59,46,597.465968
43,50,597.585485
58,50,597.796872
77,50,597.918829
42,49,598.144731
65,50,598.280538
48,50,598.413188
42,49,598.635478
64,50,598.761636
50,50,598.981962
45,50,599.105484
42,50,599.227293
45,50,599.45898
36,50,599.588225
57,50,599.815909
47,50,599.939075
46,50,600.058144
56,47,600.255949
83,50,600.352356
56,46,600.444414
69,50,600.694884
71,50,600.773128
83,50,600.981108
46,50,601.116229
43,47,601.237081
50,47,601.457693
41,47,601.575634
44,46,601.691421
49,50,601.921302
45,50,602.049366
50,50,602.264493
49,50,602.392445
65,50,602.516085
59,50,602.730745
49,50,602.853997
67,50,603.146123
61,50,603.280476
42,47,603.401244
46,50,603.668928
41,50,603.801667
75,47,603.924355
53,50,604.155505
61,50,604.288951
40,47,604.497733
62,50,604.627811
52,50,604.74816
62,50,604.971861
65,47,605.09323
50,50,605.327596
50,50,605.441979
66,50,605.557085
57,50,605.84283
60,49,605.985596
56,50,606.133806
45,49,606.361171
64,50,606.493388
48,50,606.713999
51,50,606.840772
49,47,606.965492
70,50,607.194266
83,50,607.317797
49,50,607.541204
69,50,607.665139
44,50,607.786045
62,50,608.016705
51,50,608.14282
43,47,608.36826
58,47,608.482963
64,50,608.606371
65,50,608.840195
30,46,608.955336
44,49,609.074581
42,47,609.281571
40,50,609.408334
46,50,609.628174
74,49,609.777332
57,47,609.9096
43,47,610.126299
43,50,610.249151
67,47,610.367332
63,50,610.587221
40,50,610.707332
43,50,610.934894
63,50,611.063488
53,50,611.194513
60,47,611.422429
56,50,611.549711
46,50,611.771643
61,49,611.895456
67,50,612.021322
66,50,612.238172
60,50,612.362816
69,50,612.491996
60,50,612.814351
75,50,612.906328
81,50,613.140165
56,50,613.274426
28,50,613.399109
78,50,613.639608
66,50,613.781389
28,50,614.006052
50,50,614.12682
57,47,614.24447
55,50,614.461294
69,50,614.587287
58,50,614.806708
64,50,614.937134
65,50,615.061844
54,50,615.28377
70,50,615.409328
64,50,615.53968
73,50,615.874614
74,50,615.999626
81,50,616.215041
54,50,616.338332
44,50,616.463513
65,50,616.700751
63,47,616.805521
49,50,617.021437
47,50,617.152713
69,50,617.278305
47,50,617.495919
49,47,617.613081
50,50,617.847054
53,50,617.974566
62,50,618.101144
70,50,618.335011
44,47,618.458373
61,50,618.586768
69,50,618.806983
60,50,618.911507
69,47,619.115002
34,46,619.226661
47,50,619.357559
49,49,619.575743
45,50,619.687472
61,50,619.904546
62,50,620.027771
50,50,620.146587
43,47,620.369335
53,50,620.509104
33,49,620.649987
49,50,620.879804
42,49,621.003463
62,50,621.215639
42,44,621.321016
31,50,621.441097
64,50,621.644696
43,49,621.764255
55,47,621.885075
49,47,622.093183
65,50,622.21871
60,50,622.441332
77,50,622.566159
31,47,622.682825
50,50,622.891043
64,50,623.022017
32,50,623.366234
46,50,623.484963
38,47,623.604651
78,44,623.985676
34,50,624.108842
62,50,624.235173
52,50,624.458268
63,50,624.571907
51,50,624.772015
49,49,624.878232
49,50,624.999066
39,46,625.204319
55,50,625.347931
79,50,625.576109
58,48,625.698822
55,50,625.824981
60,50,626.04355
50,50,626.176031
63,50,626.314576
45,50,626.540364
60,50,626.678285
64,50,626.897506
34,50,627.019617
71,50,627.142616
52,50,627.354657
44,50,627.478428
74,50,627.703366
32,50,627.814213
66,50,627.940167
46,50,628.149744
43,50,628.28616
79,50,628.534569
21,47,628.651798
39,47,628.774965
27,50,628.986599
74,50,629.112994
64,50,629.238938
65,47,629.462856
72,50,629.604397
15,50,629.974067
49,50,630.107296
41,47,630.228398
77,47,630.445204
70,50,630.573157
64,50,630.712737
40,50,630.927673
78,50,631.049178
44,50,631.257069
83,50,631.363678
63,50,631.464287
43,46,631.672509
55,50,631.78237
30,49,631.990478
63,46,632.105726
34,50,632.228647
50,50,632.445392
67,50,632.570845
55,47,632.683563
63,50,632.900798
77,50,633.02653
68,50,633.294554
23,47,633.449408
78,47,633.590535
82,50,633.975231
57,50,634.098255
60,50,634.359453
76,47,634.479664
60,47,634.596157
79,50,634.812942
66,50,634.94065
59,47,635.061594
64,50,635.281183
47,50,635.387418
82,50,635.641552
44,47,635.763419
81,50,635.890788
63,50,636.108506
71,50,636.230052
80,49,636.444851
76,47,636.559738
45,47,636.675765
57,47,636.905131
47,50,637.032435
67,50,637.158745
36,47,637.375539
81,47,637.495955
69,44,637.609381
55,50,637.828501
82,47,637.95067
57,50,638.175336
52,50,638.299002
46,47,638.412919
79,50,638.625239
84,50,638.747838
7,45,638.950148
49,50,639.076147
33,47,639.194187
45,50,639.418957
80,50,639.546961
44,50,639.679204
81,50,639.892757
81,50,639.992662
44,47,640.188226
49,50,640.315236
31,50,640.438956
78,50,640.672919
47,44,640.790869
85,50,641.013779
25,44,641.118802
44,50,641.238795
61,49,641.472869
69,50,641.574803
53,50,641.715567
83,50,641.932378
65,50,642.074422
81,50,642.298691
66,50,642.423228
51,50,642.546614
43,49,642.75259
77,46,642.861252
48,49,643.000031
65,50,643.215906
43,50,643.342151
45,50,643.540067
64,50,643.646143
76,47,643.75318
59,47,643.977485
25,50,644.104478
66,50,644.350909
54,50,644.482105
58,50,644.58133
43,50,644.793797
54,46,644.893989
66,50,645.014921
78,50,645.229366
63,50,645.360151
61,50,645.580818
60,50,645.72312
69,50,645.858928
42,50,646.089817
58,50,646.217148
50,50,646.439897
65,50,646.560656
81,50,646.657551
83,50,646.869838
77,50,646.995468
51,50,647.218675
72,50,647.349196
83,47,647.474713
64,50,647.779413
56,50,647.876935
77,50,647.984063
64,50,648.214438
55,47,648.33348
55,50,648.556435
45,50,648.676006
63,47,648.790856
55,49,649.008413
25,50,649.139042
65,50,649.36358
83,50,649.495837
53,50,649.625134
82,50,649.858057
67,47,649.960216
75,50,650.082453
54,41,650.40575
85,50,650.52864
29,50,650.750899
48,50,650.882405
40,50,651.012123
62,50,651.232122
81,47,651.330483
48,50,651.534365
62,50,651.656002
44,47,651.775271
52,50,652.002189
59,50,652.130406
74,50,652.254949
43,47,652.469238
56,50,652.593342
76,50,652.809983
45,47,652.928642
75,50,653.053242
77,50,653.284041
54,50,653.405593
56,50,653.618568
55,47,653.766129
47,50,653.899887
50,46,654.114489
62,50,654.238036
53,49,654.358979
77,47,654.587175
61,50,654.713948
76,50,654.952359
76,50,655.073175
73,50,655.195306
44,50,655.438648
78,50,655.558237
62,50,655.76377
51,50,655.900208
49,49,656.007421
81,50,656.222909
51,50,656.346258
61,50,656.476528
53,50,656.698843
64,50,656.824936
64,50,657.072374
43,50,657.182013
69,49,657.291801
67,50,657.528308
61,50,657.632285
57,50,657.919686
50,50,658.044209
71,50,658.162893
81,50,658.372413
56,50,658.494491
83,50,658.69975
71,50,658.818913
70,50,658.936694
42,47,659.144407
58,50,659.27115
81,47,659.387387
73,50,659.629163
75,50,659.757855
48,49,659.950966
70,50,660.059014
80,50,660.161107
31,50,660.364393
47,47,660.462353
31,50,660.753612
47,49,660.875854
66,47,660.9904
47,50,661.210417
58,50,661.289473
65,50,661.371207
64,50,661.546265
80,50,661.667336
45,50,661.872577
61,47,661.99259
79,49,662.117551
78,50,662.338141
72,50,662.426857
45,50,662.645872
78,50,662.791218
71,47,662.907884
62,50,663.120031
43,47,663.237832
55,50,663.358787
39,50,663.569756
52,50,663.692668
39,47,663.925748
67,50,664.048882
35,50,664.173223
52,47,664.38773
51,50,664.512376
29,50,664.720922
66,50,664.834997
38,50,664.952749
20,49,665.214569
48,50,665.336859
84,50,665.462918
62,50,665.686255
42,49,665.805519
68,50,666.029292
81,50,666.161857
71,50,666.288484
63,50,666.515448
46,49,666.644981
72,50,666.870397
65,50,666.988524
69,50,667.107206
47,47,667.310722
63,50,667.439139
60,50,667.654728
72,50,667.777928
52,50,667.897155
60,50,668.110811
46,50,668.236657
61,50,668.367152
49,50,668.591429
62,50,668.726762
47,46,668.931274
68,47,669.0176
70,49,669.109356
78,50,669.321933
51,50,669.422897
42,50,669.619847
45,47,669.737238
76,50,669.863032
54,50,670.081115
46,47,670.207621
37,49,670.337779
45,50,670.59214
14,47,670.709244
51,50,670.936664
80,50,671.062858
64,50,671.187257
77,50,671.405552
55,50,671.527724
46,50,671.748904
61,50,671.879592
58,50,672.00418
72,50,672.254871
46,50,672.378005
64,50,672.508891
44,50,672.706611
84,50,672.809214
61,50,673.011061
63,50,673.154334
70,50,673.291816
72,50,673.494395
52,50,673.599729
47,50,673.959643
34,50,674.08708
46,50,674.223582
64,49,674.430189
74,50,674.546066
60,47,674.751687
54,50,674.883022
63,50,675.015356
83,50,675.231923
80,50,675.350396
63,47,675.467299
58,46,675.681609
72,50,675.821576
65,47,676.029553
64,50,676.123354
68,47,676.2121
57,48,676.417216
16,47,676.542713
33,50,676.670596
83,50,676.891312
83,50,677.015806
72,47,677.217251
34,49,677.335108
59,50,677.444627
65,50,677.665657
43,50,677.789307
63,49,678.017738
78,50,678.141244
47,47,678.253859
66,50,678.471231
51,50,678.597329
56,50,678.722998
60,50,678.950943
36,50,679.085672
67,50,679.309818
52,50,679.430501
57,50,679.550161
85,50,679.765553
37,50,679.898706
70,50,680.120649
54,50,680.24243
63,49,680.3622
64,50,680.580871
61,50,680.705523
67,50,680.92195
29,50,681.050608
43,50,681.179115
57,50,681.400356
73,50,681.523225
63,50,681.739367
36,44,681.849175
56,50,681.983957
48,50,682.218046
45,50,682.357028
81,50,682.485216
54,50,682.70506
68,50,682.829261
76,50,683.043089
53,50,683.168085
61,50,683.295346
71,50,683.533777
34,50,683.656661
52,50,683.91276
57,50,684.033133
82,50,684.156
49,50,684.380456
60,49,684.501125
82,50,684.630339
77,50,684.839289
53,50,684.972628
73,50,685.207114
35,50,685.347754
48,50,685.486278
82,50,685.707285
47,50,685.817412
30,50,686.039932
39,49,686.160772
49,50,686.290932
83,50,686.500925
66,50,686.623506
68,50,686.829437
57,50,686.95041
61,50,687.077549
63,49,687.285039
80,50,687.423141
31,50,687.628008
74,47,687.721602
75,50,687.812084
36,50,688.055216
45,50,688.178998
42,50,688.298202
57,49,688.516896
84,47,688.638033
74,50,688.948993
57,50,689.076502
64,50,689.200706
42,47,689.453235
34,50,689.580376
79,50,689.826051
78,47,689.972931
80,50,690.103981
47,50,690.328188
45,47,690.420395
47,47,690.527435
58,47,690.726007
78,50,690.821055
58,47,690.992293
61,50,691.068413
28,50,691.18458
52,49,691.418046
44,50,691.541109
42,49,691.665741
16,46,691.878436
69,47,691.995164
44,50,692.230191
58,50,692.359768
83,50,692.484614
62,50,692.706262
45,50,692.83554
58,50,693.073054
52,49,693.193592
80,50,693.331306
80,50,693.630222
59,50,693.782565
66,50,693.941559
59,50,694.166231
63,50,694.289213
34,50,694.490233
17,49,694.610636
66,50,694.730783
80,50,694.939735
83,50,695.065064
53,47,695.270486
47,50,695.408049
79,50,695.546874
76,47,695.773269
47,50,695.905198
81,50,696.042109
44,50,696.30799
82,47,696.438914
56,50,696.673315
41,50,696.80052
36,50,696.930988
66,50,697.147345
57,47,697.258272
57,49,697.466363
35,50,697.58533
52,49,697.708077
75,50,697.932997
44,50,698.051167
64,50,698.260539
81,50,698.39078
53,47,698.509183
61,50,698.733382
71,50,698.835265
62,50,698.929762
47,50,699.141965
47,50,699.264258
51,50,699.492974
46,50,699.605525
54,50,699.71742
32,47,699.923044
28,47,700.037288
82,50,700.297548
51,50,700.41654
63,50,700.535438
64,47,700.732425
21,50,700.859633
47,50,700.987978
30,47,701.194687
72,50,701.316507
43,50,701.535471
64,50,701.656651
66,50,701.775406
51,47,701.97819
57,49,702.095439
49,47,702.21438
53,50,702.425868
81,50,702.5478
43,50,702.756822
51,50,702.880713
57,47,702.992448
51,48,703.203305
77,50,703.327671
53,50,703.538382
62,50,703.651438
64,50,703.742562
65,50,703.982771
55,47,704.087542
53,50,704.307785
57,49,704.43355
70,50,704.568502
62,50,704.843065
36,49,704.9569
61,50,705.091648
49,50,705.373142
61,50,705.467769
45,50,705.664075
59,50,705.778394
50,50,705.901799
45,50,706.144768
62,50,706.275969
35,48,706.51807
49,50,706.64708
45,50,706.76793
47,50,706.975284
63,50,707.099586
74,49,707.454547
53,50,707.565452
43,50,707.657487
83,47,707.902886
74,50,708.035324
48,50,708.157167
69,50,708.417592
33,47,708.536105
53,50,708.886699
57,47,708.997437
38,47,709.110299
14,47,709.391537
58,50,709.500657
54,50,709.631575
45,50,709.968417
62,50,710.061552
62,50,710.264965
73,50,710.394246
82,50,710.522625
64,50,710.749893
39,47,710.871046
61,47,711.084741
47,50,711.221071
56,49,711.353451
49,50,711.571386
29,49,711.697688
59,50,711.824682
44,50,712.044985
66,50,712.184129
80,50,712.426819
34,50,712.548851
56,47,712.658551
63,50,712.878534
55,50,713.009631
65,49,713.247142
69,50,713.37572
32,46,713.495004
64,50,713.762296
40,44,713.876628
40,50,714.004235
52,50,714.23
46,50,714.352395
34,47,714.562574
69,50,714.687075
58,50,714.812668
39,50,715.042526
62,50,715.185765
61,50,715.37756
44,49,715.51639
77,50,715.646629
74,50,715.867873
65,50,715.99609
46,49,716.11539
61,47,716.325695
48,49,716.449646
45,50,717.195183
51,47,717.314507
40,50,717.450014
73,49,717.691036
62,49,717.821755
24,49,718.038924
64,50,718.168195
71,50,718.293487
61,50,718.539432
54,50,718.660272
43,50,718.803429
47,50,719.058632
64,50,719.171969
50,50,719.476449
59,50,719.610223
65,50,719.743955
35,47,720.002604
81,47,720.117519
68,50,720.358486
46,47,720.483113
80,50,720.610177
40,50,720.941575
53,50,721.079083
58,50,721.219488
44,47,721.525655
26,50,721.662076
44,47,721.97882
62,50,722.07868
69,50,722.167036
69,49,722.462744
50,50,722.595842
61,50,722.957745
57,50,723.086182
41,47,723.211507
68,47,723.48631
45,49,723.607987
46,50,723.73557
77,50,724.103046
32,50,724.225645
61,50,724.467677
65,49,724.592769
50,50,724.734873
44,47,724.977793
63,50,725.097029
42,50,725.637761
28,50,725.759827
67,50,725.88281
48,50,726.217865
48,50,726.348116
62,50,726.627371
65,50,726.736628
74,50,726.844012
71,50,727.147347
43,49,727.28669
76,50,727.44351
61,50,727.688426
78,49,727.821629
74,50,728.069307
38,47,728.175144
57,50,728.287335
50,50,728.75958
50,50,728.902615
60,46,729.138937
35,44,729.270812
39,50,729.408495
45,49,729.779264
21,50,729.901878
65,50,730.027774
46,47,730.337555
61,50,730.464938
67,50,730.807485
37,50,730.938753
58,50,731.073285
44,50,731.333004
76,50,731.467505
62,50,731.768884
61,50,731.852684
20,50,731.982072
77,50,732.218641
62,50,732.344678
42,50,732.476269
31,50,732.728044
67,50,732.857182
78,50,733.126061
49,50,733.24888
27,50,733.372108
55,50,733.631186
65,50,733.772157
47,49,734.019807
52,50,734.129514
75,50,734.270826
38,47,734.528696
79,50,734.655128
83,50,734.915493
57,47,735.041116
67,49,735.172424
46,50,735.430349
56,44,735.538624
79,47,735.64784
70,50,735.855268
12,44,735.968726
34,47,736.084016
61,50,736.326722
86,50,736.451763
69,49,736.708982
53,50,736.832371
82,50,736.942135
79,50,737.233478
63,50,737.345897
71,50,737.567327
48,50,737.700591
21,47,737.833518
84,50,738.155897
68,50,738.287467
78,50,738.522996
57,50,738.657559
48,50,738.791739
61,50,739.067384
46,47,739.186811
37,49,739.313188
72,47,739.540146
51,50,739.66934
43,50,739.973172
56,47,740.121043
61,50,740.273664
48,47,740.555198
65,50,740.655356
39,50,740.771916
65,50,740.985918
60,47,741.092887
41,50,741.373982
34,47,741.495953
63,50,741.63651
63,50,741.960848
78,50,742.091771
74,50,742.362246
61,50,742.503601
45,47,742.621112
83,50,742.844851
48,50,742.976234
77,50,743.207821
63,50,743.337194
78,47,743.462385
65,50,743.703799
71,50,743.846773
54,47,743.984175
71,50,744.299381
59,50,744.427923
38,47,744.721127
66,50,744.82485
30,45,744.946064
48,49,745.250371
54,50,745.370293
45,50,745.502124
55,50,745.834412
43,47,745.975159
59,49,746.329277
79,50,746.484846
43,50,746.634731
77,50,746.939952
80,50,747.067492
48,50,747.341807
60,50,747.479228
61,50,747.636672
33,50,747.962059
40,50,748.101658
60,50,748.373289
80,50,748.49192
39,50,748.609508
65,50,748.88596
27,47,749.010382
45,47,749.14919
63,50,749.468638
70,50,749.598885
65,50,749.951764
52,50,750.088274
48,50,750.236239
62,50,750.531698
76,50,750.652327
57,50,750.942694
81,47,751.039379
50,47,751.124637
68,50,751.44548
66,50,751.584009
84,50,751.72766
75,50,752.264827
73,50,752.418444
55,50,752.684225
80,50,752.815479
50,50,752.949327
69,50,753.331994
48,49,753.409633
63,50,753.68313
47,50,753.78889
48,47,753.891553
45,50,754.276131
66,50,754.414581
44,50,754.519901
39,45,754.994584
74,50,755.143698
65,50,755.632618
21,47,755.756101
53,49,755.894891
80,49,756.184428
47,50,756.289727
63,50,756.570497
44,50,756.710348
78,47,756.83414
75,50,757.135959
63,50,757.277259
60,49,757.423616
24,50,757.675979
23,49,757.765548
56,50,758.008006
49,50,758.137584
44,50,758.260859
80,50,758.514495
44,48,758.652754
83,50,758.958686
83,50,759.086874
69,49,759.197418
27,44,759.460164
70,50,759.572451
51,49,759.700904
63,50,759.990058
55,50,760.113138
74,47,760.38597
77,50,760.515469
60,50,760.642963
65,49,760.921209
71,50,761.061277
79,50,761.372406
43,50,761.523049
61,50,761.681103
53,50,762.161929
60,47,762.267352
59,50,762.386444
62,50,762.644975
35,50,762.782255
27,50,763.192101
53,50,763.314243
64,50,763.441675
54,47,763.864251
58,50,763.976415
54,50,764.278563
49,49,764.406834
55,44,764.520005
57,50,764.835806
60,50,764.957811
66,49,765.100296
31,49,765.335673
62,49,765.44626
80,47,765.651125
62,47,765.769886
73,47,765.879197
45,50,766.141521
79,50,766.280016
45,49,766.568527
51,47,766.697975
69,50,766.81446
44,47,767.068692
61,49,767.1956
28,46,767.323038
81,50,767.583553
50,46,767.665596
45,50,768.066819
22,50,768.155973
66,50,768.231012
70,50,768.667418
39,50,768.787297
59,50,768.931738
58,50,769.259691
58,49,769.381921
77,50,769.637246
45,50,769.762906
37,50,769.89358
82,50,770.121519
45,47,770.237021
48,50,770.518112
37,50,770.648905
42,47,770.775254
35,50,771.061121
74,50,771.17868
39,44,771.285908
62,49,771.582619
62,50,771.69048
71,50,771.995161
56,50,772.089345
83,50,772.191289
75,50,772.451337
77,50,772.574172
78,50,772.792116
67,50,772.911426
82,50,773.031123
65,50,773.367277
62,50,773.494836
44,50,773.900354
45,47,774.020763
80,50,774.164962
60,50,774.358947
55,50,774.443795
52,50,774.551557
52,50,774.782523
51,50,774.89163
53,49,775.140695
26,50,775.266013
52,49,775.385778
54,50,775.608923
76,50,775.729763
80,49,775.948543
79,50,776.05611
54,50,776.139982
62,50,776.322075
54,47,776.436421
69,50,776.517998
74,50,776.76998
64,50,776.899852
53,50,777.133732
50,50,777.272711
43,49,777.399912
58,47,777.644984
76,50,777.773301
76,50,778.010902
45,49,778.125726
36,47,778.24161
67,50,778.46565
40,47,778.578373
63,50,778.697432
81,50,778.918295
79,50,779.043324
66,50,779.257488
78,50,779.387855
74,50,779.522556
82,50,779.779306
46,49,779.896721
43,50,780.106863
24,47,780.229363
54,50,780.353368
55,50,780.583659
70,50,780.70161
56,50,780.930188
79,50,781.071158
66,50,781.209623
79,50,781.431685
55,50,781.552471
44,50,781.676406
28,46,781.885845
72,50,782.014013
47,47,782.219469
67,50,782.347546
81,49,782.474025
72,50,782.861124
56,50,782.953794
54,50,783.138474
55,49,783.27563
33,47,783.393901
63,50,783.612129
67,50,783.739811
59,50,783.859017
61,50,784.094413
77,50,784.233677
62,47,784.457137
61,50,784.576829
80,50,784.700216
48,50,784.924801
59,50,785.063075
47,47,785.32219
75,50,785.44441
77,50,785.562839
19,50,785.77451
64,50,785.895381
28,50,786.002452
64,50,786.215332
43,47,786.34394
45,50,786.568229
52,50,786.693271
58,50,786.825162
53,50,787.066141
46,47,787.200685
57,50,787.471236
43,47,787.59419
55,50,787.725318
73,50,787.950303
36,50,788.073071
61,50,788.21016
70,50,788.44521
80,50,788.564704
60,50,788.773357
76,50,788.893845
41,50,789.017156
75,50,789.243675
51,50,789.363052
80,50,789.582638
43,50,789.694849
71,50,789.807615
63,50,790.02093
31,47,790.138461
48,50,790.358938
50,49,790.458891
54,50,790.554204
59,50,790.752995
74,50,790.88182
69,50,791.004756
38,50,791.232496
46,50,791.361285
82,50,791.579053
67,50,791.697434
47,50,791.827594
78,50,792.137615
63,50,792.251514
53,50,792.485541
84,50,792.608082
82,50,792.733371
73,50,792.951939
61,50,793.074239
63,50,793.292615
69,50,793.415884
61,50,793.542942
80,50,793.78651
57,50,793.932785
82,50,794.164804
62,50,794.277068
74,50,794.402172
57,50,794.679913
63,50,794.800013
48,50,794.9365
60,50,795.148071
42,47,795.262642
45,50,795.482387
57,50,795.588272
60,50,795.706517
65,50,795.916114
81,50,796.038506
56,50,796.206872
52,50,796.338699
80,50,796.460646
41,50,796.69094
67,50,796.815144
65,50,797.172073
83,50,797.304523
43,47,797.419883
44,50,797.635552
57,50,797.768167
67,50,797.904603
34,49,798.118299
18,47,798.239038
50,47,798.469543
50,50,798.553114
56,50,798.637733
52,47,798.844291
47,50,798.978247
83,50,799.19363
65,50,799.322208
72,47,799.444788
61,50,799.657786
70,50,799.786515
69,50,799.911227
42,50,800.146377
69,50,800.266799
59,49,800.488755
43,50,800.621668
58,50,800.758365
50,50,800.979844
65,50,801.104209
80,50,801.32339
57,49,801.446881
46,50,801.57352
75,50,801.790601
60,50,801.919071
37,50,802.053016
51,50,802.277994
83,50,802.399889
39,50,802.599433
50,47,802.717016
