#{"t_start": 1707175045.1665442, "env_id": "Radar-v0"}
r,l,t
47,50,1598.62514
47,50,1598.734162
47,50,1598.980606
47,50,1599.076896
45,50,1599.178422
47,50,1599.412011
46,50,1599.531813
45,50,1599.789215
47,50,1599.91901
47,50,1600.053491
43,50,1600.308065
45,50,1600.411008
44,50,1600.62842
47,50,1600.75073
47,50,1600.870691
47,50,1601.078323
44,50,1601.175433
44,50,1601.370244
33,47,1601.485608
46,50,1601.610129
46,50,1601.824903
39,49,1601.943861
47,50,1602.062605
47,50,1602.274148
45,50,1602.364298
46,50,1602.658387
46,50,1602.778507
47,50,1602.907521
47,50,1603.143559
45,50,1603.272531
46,50,1603.484674
45,50,1603.620836
47,50,1603.749504
46,50,1603.994196
46,50,1604.121218
45,49,1604.352308
47,50,1604.438556
45,50,1604.530436
46,50,1604.741128
47,50,1604.866125
29,47,1604.982745
47,50,1605.224477
46,50,1605.375273
44,50,1605.612252
47,50,1605.737686
46,50,1605.866705
44,50,1606.091144
46,50,1606.225476
60,47,1606.43762
46,50,1606.53235
44,50,1606.62943
47,50,1606.844214
46,50,1606.960308
47,50,1607.167619
47,50,1607.268552
46,50,1607.366393
46,50,1607.570895
46,50,1607.676758
46,50,1607.932152
46,50,1608.052119
47,50,1608.170153
28,50,1608.377256
47,50,1608.498309
43,50,1608.619061
45,49,1608.827858
46,50,1608.951204
45,50,1609.170918
45,50,1609.29138
46,50,1609.409137
47,50,1609.620833
46,50,1609.744237
44,50,1609.987692
47,50,1610.112781
45,50,1610.235672
45,50,1610.513573
47,50,1610.641401
47,50,1610.877278
47,50,1611.000901
43,47,1611.119322
47,50,1611.337764
45,50,1611.461147
47,50,1611.589393
43,50,1611.860956
46,50,1611.971923
46,50,1612.25611
46,50,1612.382078
45,50,1612.502575
42,50,1612.715472
47,50,1612.863923
47,50,1613.092408
47,50,1613.247047
46,50,1613.383828
47,50,1613.580739
47,50,1613.688271
46,50,1613.938492
45,50,1614.046063
47,50,1614.159473
45,50,1614.381519
46,50,1614.528761
47,50,1614.678154
47,50,1614.87448
45,50,1614.984108
44,50,1615.207119
47,50,1615.345831
45,50,1615.481691
41,50,1615.725307
46,50,1615.845123
44,50,1616.073362
46,50,1616.197202
42,50,1616.320526
45,50,1616.532763
47,50,1616.685629
46,50,1616.920127
45,47,1617.037391
46,50,1617.155334
27,50,1617.37059
47,50,1617.496627
47,50,1617.630925
46,50,1617.839739
46,50,1617.963065
45,50,1618.189174
46,50,1618.312362
46,50,1618.432612
28,50,1618.648829
44,50,1618.77787
43,50,1619.003309
45,50,1619.127951
47,50,1619.25304
46,50,1619.475095
47,50,1619.595875
47,50,1619.828058
47,50,1619.97107
47,50,1620.101163
47,50,1620.317965
47,50,1620.424361
47,50,1620.643989
45,50,1620.771161
45,50,1620.878532
45,50,1621.097989
47,50,1621.204919
46,50,1621.314984
38,50,1621.531372
47,50,1621.659915
47,50,1621.8747
46,50,1621.999966
45,50,1622.123606
47,50,1622.357824
46,50,1622.489785
46,50,1622.698319
47,50,1622.823841
47,50,1622.949452
46,50,1623.17619
41,50,1623.297653
45,50,1623.499616
47,50,1623.610645
47,50,1623.724722
46,50,1623.936643
47,50,1624.03002
47,50,1624.228733
53,50,1624.357156
44,50,1624.487633
46,50,1624.709233
45,50,1624.838679
47,50,1624.965321
47,50,1625.201151
46,50,1625.334502
45,49,1625.580947
41,50,1625.710142
46,50,1625.839006
41,50,1626.064312
46,50,1626.189866
45,50,1626.473334
43,50,1626.584688
47,50,1626.695244
44,50,1626.912273
46,50,1627.042765
44,50,1627.289622
47,50,1627.420782
46,50,1627.546221
44,50,1627.769922
47,50,1627.89374
43,50,1628.019723
47,50,1628.244027
46,50,1628.373327
47,50,1628.595659
46,50,1628.719772
44,50,1628.844365
44,49,1629.05162
46,49,1629.174864
46,50,1629.419457
46,50,1629.54395
46,50,1629.683894
47,50,1629.912227
45,50,1630.002063
46,50,1630.219246
46,50,1630.339687
45,50,1630.470685
45,50,1630.686208
47,50,1630.814581
46,50,1631.027016
47,50,1631.14867
43,50,1631.271878
46,50,1631.624032
47,50,1631.721938
46,50,1631.819449
45,50,1632.051261
51,50,1632.185133
47,50,1632.397972
46,50,1632.517318
46,50,1632.633406
46,50,1632.866365
42,50,1633.008371
46,50,1633.229576
46,50,1633.344754
47,50,1633.452846
46,50,1633.677302
47,50,1633.810653
47,50,1634.02976
47,49,1634.155586
45,50,1634.28156
46,50,1634.527126
46,50,1634.650263
47,50,1634.777732
47,50,1635.011711
35,47,1635.124319
44,50,1635.351977
46,50,1635.486773
47,50,1635.620769
46,50,1635.838247
45,49,1635.955956
46,50,1636.197494
44,50,1636.320452
45,50,1636.453699
40,50,1636.661681
47,50,1636.788335
47,50,1637.013728
45,50,1637.146781
47,50,1637.286211
47,50,1637.521787
45,50,1637.63647
47,50,1637.762964
47,50,1637.991864
46,50,1638.118011
47,50,1638.343669
47,50,1638.468003
45,50,1638.591949
46,50,1638.854166
46,50,1638.998402
47,50,1639.208086
47,50,1639.335471
47,50,1639.461151
47,50,1639.736866
45,50,1639.885686
47,50,1640.11177
47,50,1640.250538
46,50,1640.383225
47,50,1640.570585
44,50,1640.644813
47,50,1640.834984
45,50,1640.962333
47,50,1641.087946
46,50,1641.314213
47,49,1641.440481
46,50,1641.563712
45,50,1641.767664
46,50,1641.884307
46,49,1642.083408
45,50,1642.205871
47,50,1642.316359
44,50,1642.539217
46,50,1642.672258
47,50,1642.900998
46,50,1643.040397
43,50,1643.170444
47,50,1643.386927
47,50,1643.5093
45,50,1643.81034
46,50,1643.946819
47,50,1644.070523
45,50,1644.282978
45,49,1644.405353
45,50,1644.525608
47,50,1644.803091
45,50,1644.925264
46,50,1645.137917
47,50,1645.268893
44,50,1645.39993
47,50,1645.627898
47,50,1645.735442
46,50,1645.949124
47,50,1646.072217
46,50,1646.19559
47,50,1646.438854
47,50,1646.562117
46,50,1646.786595
47,50,1646.921507
47,50,1647.053465
47,50,1647.267041
47,50,1647.372662
47,50,1647.575746
47,50,1647.71072
46,50,1647.83859
46,50,1648.06761
47,50,1648.19307
46,50,1648.316397
47,50,1648.535929
47,50,1648.655715
45,50,1648.887578
44,49,1649.008811
47,50,1649.137262
46,50,1649.517647
45,49,1649.651045
42,50,1649.91687
47,50,1650.0366
46,50,1650.163774
47,50,1650.38316
47,50,1650.501144
46,50,1650.725504
47,50,1650.856978
46,50,1650.983433
46,49,1651.20033
44,49,1651.313974
46,50,1651.435635
47,50,1651.64725
46,50,1651.765735
47,50,1651.969288
44,50,1652.09411
46,50,1652.215983
44,50,1652.437576
46,50,1652.561297
46,50,1652.797145
46,50,1652.923066
47,50,1653.06461
47,50,1653.299706
46,50,1653.439282
46,50,1653.646847
45,50,1653.780675
46,50,1653.909628
45,50,1654.121279
47,50,1654.247891
45,50,1654.380264
47,50,1654.608429
47,50,1654.735325
47,50,1654.952382
47,50,1655.074003
47,50,1655.190224
47,50,1655.400324
47,50,1655.510912
47,50,1655.789913
47,50,1655.870597
47,50,1655.983736
47,50,1656.218008
45,50,1656.349746
47,50,1656.573175
46,50,1656.701383
47,50,1656.832629
44,50,1657.038591
45,50,1657.157078
47,50,1657.381042
47,50,1657.511937
45,49,1657.639332
45,49,1657.868056
47,50,1657.993077
46,50,1658.118292
47,50,1658.342981
46,50,1658.468126
46,50,1658.788263
47,50,1658.913559
46,50,1659.034996
47,50,1659.249676
47,50,1659.370875
45,50,1659.587954
46,50,1659.722591
47,49,1659.847117
47,50,1660.084946
45,50,1660.18871
47,50,1660.383961
47,50,1660.490774
47,50,1660.595746
47,50,1660.798628
45,50,1660.903892
47,50,1661.013509
47,50,1661.203752
47,50,1661.321764
47,50,1661.541807
47,50,1661.685968
46,50,1661.836288
46,50,1662.072085
45,50,1662.194197
46,50,1662.409039
46,50,1662.532487
46,50,1662.657675
45,50,1662.883669
47,50,1663.004447
47,50,1663.211538
45,50,1663.339822
46,50,1663.467837
46,49,1663.728585
47,50,1663.852714
44,50,1664.069048
46,50,1664.190988
47,50,1664.31111
47,50,1664.515498
46,50,1664.602879
46,50,1664.693246
46,50,1664.903811
44,50,1665.048331
46,50,1665.289493
47,50,1665.419905
47,50,1665.546193
46,50,1665.769264
47,50,1665.899726
47,50,1666.162264
46,50,1666.264442
46,50,1666.374326
46,50,1666.587161
46,50,1666.716334
46,50,1666.960713
46,50,1667.088991
47,50,1667.215065
46,50,1667.440543
45,50,1667.562948
45,49,1667.68225
47,50,1667.88848
47,50,1668.006559
44,50,1668.220275
45,50,1668.339779
47,50,1668.460088
47,50,1668.692443
47,50,1668.824761
46,50,1669.038829
47,50,1669.16855
47,50,1669.309626
47,50,1669.530353
47,50,1669.653753
47,50,1669.927983
46,50,1670.004119
46,50,1670.109922
45,48,1670.308457
47,50,1670.433825
47,50,1670.558347
44,50,1670.884553
47,50,1671.01227
46,50,1671.204828
47,50,1671.303027
47,50,1671.41744
46,50,1671.6648
47,50,1671.796149
47,50,1672.02127
44,50,1672.149855
46,50,1672.277439
46,50,1672.491057
46,49,1672.574971
47,50,1672.795392
47,50,1672.923945
47,50,1673.041944
45,50,1673.243196
47,50,1673.366182
47,50,1673.590749
46,50,1673.72274
47,50,1673.830587
47,50,1674.027408
47,50,1674.159748
45,50,1674.290884
41,47,1674.536266
47,50,1674.678196
43,50,1674.905991
46,50,1675.010628
46,50,1675.118638
46,50,1675.32811
47,49,1675.454274
46,50,1675.756022
42,50,1675.900239
46,50,1676.028446
50,49,1676.243078
45,50,1676.372859
44,50,1676.612202
47,50,1676.734744
47,50,1676.858429
47,50,1677.078735
47,50,1677.204936
45,50,1677.308061
46,50,1677.502658
47,50,1677.588276
46,50,1677.786473
45,49,1677.879532
47,50,1677.9743
47,50,1678.192518
47,50,1678.319444
47,50,1678.595527
47,50,1678.736882
46,50,1678.879814
47,50,1679.099268
47,50,1679.205505
47,50,1679.401547
47,50,1679.525488
45,50,1679.660216
47,50,1679.886
47,50,1680.025313
44,50,1680.160697
47,50,1680.387448
46,50,1680.528248
47,50,1680.726523
46,50,1680.853546
46,50,1680.976873
47,50,1681.186874
46,50,1681.309201
47,50,1681.531936
47,50,1681.644233
45,50,1681.788526
47,50,1682.020206
47,50,1682.13692
47,50,1682.359239
45,50,1682.495074
47,50,1682.630639
45,50,1682.857599
47,50,1682.958669
44,50,1683.129809
46,50,1683.251663
43,47,1683.344325
45,50,1683.556114
47,50,1683.678249
46,50,1683.807676
47,50,1684.029896
47,50,1684.157168
45,50,1684.361268
47,50,1684.487149
45,50,1684.613474
47,50,1684.857556
47,50,1684.983868
46,50,1685.269038
47,50,1685.387853
46,50,1685.496656
46,49,1685.700936
45,50,1685.826159
46,50,1686.055148
47,50,1686.180953
47,50,1686.31005
47,50,1686.530922
46,50,1686.652966
47,50,1686.774628
47,50,1686.994546
47,50,1687.116008
47,50,1687.343171
44,50,1687.459447
47,50,1687.570162
47,50,1687.874415
47,50,1687.977728
47,50,1688.164
47,50,1688.290556
47,50,1688.416764
47,50,1688.644856
47,50,1688.798963
46,50,1689.030595
47,50,1689.138887
47,50,1689.279622
47,50,1689.500482
45,50,1689.639149
45,47,1689.779599
45,50,1689.974975
45,50,1690.070245
47,50,1690.285679
47,50,1690.413124
46,50,1690.540019
46,50,1690.760491
47,50,1690.883651
45,50,1691.115589
47,50,1691.211591
45,50,1691.279269
47,50,1691.486757
47,50,1691.595743
44,50,1691.772716
46,49,1691.912345
47,50,1692.03594
47,50,1692.26251
46,50,1692.406083
47,50,1692.640421
45,50,1692.757618
47,50,1692.872535
47,50,1693.071669
45,50,1693.195132
46,50,1693.318807
47,50,1693.544881
47,50,1693.668393
47,50,1693.986485
44,50,1694.114904
47,50,1694.242427
47,50,1694.456885
47,50,1694.576766
43,50,1694.798159
46,50,1694.925821
47,50,1695.052787
46,50,1695.276747
47,50,1695.400898
47,50,1695.619894
43,50,1695.756386
47,50,1695.882855
42,47,1696.101597
46,50,1696.22198
46,50,1696.34349
47,50,1696.585317
38,50,1696.669375
47,50,1696.870689
46,50,1696.97004
47,50,1697.091794
47,50,1697.309318
44,50,1697.418613
44,50,1697.617034
47,50,1697.746823
45,50,1697.872654
45,50,1698.100085
46,50,1698.26022
47,50,1698.534359
46,50,1698.640647
46,50,1698.754605
47,50,1698.953341
47,50,1699.074401
46,50,1699.202227
46,50,1699.423761
46,50,1699.503915
46,50,1699.718801
47,50,1699.8448
46,50,1699.928187
46,50,1700.164232
46,50,1700.286618
46,50,1700.544157
27,50,1700.668074
47,50,1700.79242
47,50,1701.024153
47,50,1701.146918
45,50,1701.362298
46,50,1701.487573
46,49,1701.627532
46,50,1701.845235
46,50,1701.960705
47,50,1702.174113
46,50,1702.301914
47,50,1702.428748
46,50,1702.665447
46,50,1702.785248
46,50,1702.905409
45,50,1703.136791
32,47,1703.259134
47,50,1703.471507
47,50,1703.598272
44,50,1703.722109
46,50,1703.970905
47,50,1704.090514
43,50,1704.339687
47,50,1704.461948
47,50,1704.58825
44,50,1704.806477
42,49,1704.944764
46,50,1705.1659
45,50,1705.295713
47,50,1705.421595
46,49,1705.650573
46,50,1705.771893
47,50,1705.894181
47,50,1706.116112
45,50,1706.243004
47,50,1706.45028
45,50,1706.571828
45,49,1706.68701
47,50,1706.897841
47,50,1707.025914
47,50,1707.243257
47,50,1707.365082
47,50,1707.487198
47,50,1707.695848
46,50,1707.819855
47,50,1708.039008
45,50,1708.186203
46,50,1708.304903
47,50,1708.537357
45,50,1708.659304
47,50,1708.789388
47,50,1709.027549
46,50,1709.146402
46,50,1709.346956
47,50,1709.474265
47,50,1709.600238
47,50,1709.81947
47,50,1709.94505
46,50,1710.167538
42,50,1710.292145
47,50,1710.41979
45,50,1710.672987
45,50,1710.790702
46,50,1711.007517
45,49,1711.120883
44,49,1711.229216
45,50,1711.458531
46,50,1711.592782
47,50,1711.833784
46,50,1711.963046
47,50,1712.095131
46,50,1712.30772
43,50,1712.419466
46,50,1712.54855
46,48,1712.761503
43,50,1712.886908
47,50,1713.094757
45,50,1713.188709
47,50,1713.292217
47,50,1713.583565
47,50,1713.70599
46,50,1713.897692
47,50,1714.017825
28,49,1714.120235
45,50,1714.429772
46,50,1714.559157
44,50,1714.816783
47,50,1714.945142
47,50,1715.069791
46,50,1715.275511
44,50,1715.387094
47,50,1715.507009
43,49,1715.72392
47,50,1715.851736
47,50,1716.068359
46,50,1716.195332
46,50,1716.334344
46,50,1716.550364
45,50,1716.674489
46,50,1716.902778
42,50,1717.02932
46,50,1717.154344
46,50,1717.381355
47,50,1717.504288
30,50,1717.713733
44,50,1717.810644
46,50,1717.923153
47,50,1718.116007
45,49,1718.251454
45,50,1718.381516
46,50,1718.602796
47,50,1718.725387
47,50,1718.945421
47,50,1719.063929
46,50,1719.184789
46,50,1719.409518
46,50,1719.533957
46,50,1719.75063
47,50,1719.874474
47,50,1720.001949
47,50,1720.228071
47,50,1720.359815
47,50,1720.558766
46,50,1720.682578
45,50,1720.803124
46,50,1721.010601
46,50,1721.12878
45,50,1721.367089
47,50,1721.504642
45,50,1721.64206
46,50,1721.857411
46,50,1721.97884
42,50,1722.099935
47,50,1722.303981
44,50,1722.399696
45,50,1722.611726
47,50,1722.738473
45,50,1722.859568
44,50,1723.071405
46,50,1723.1973
45,50,1723.689928
47,50,1723.816123
46,50,1723.94194
47,50,1724.154146
45,50,1724.273904
46,50,1724.481733
44,50,1724.610116
47,50,1724.746702
47,50,1724.981721
47,50,1725.059552
47,50,1725.178272
47,50,1725.40161
47,50,1725.529783
46,49,1725.756453
47,50,1725.890694
46,50,1726.024119
47,50,1726.252083
43,50,1726.381742
46,50,1726.606797
47,50,1726.73376
47,50,1726.854524
46,50,1727.08903
44,50,1727.183824
46,50,1727.416215
45,50,1727.54438
50,50,1727.669615
45,50,1727.888721
44,50,1728.026433
45,50,1728.301668
44,50,1728.419195
47,50,1728.533441
47,50,1728.747756
47,50,1728.882079
45,50,1729.041242
43,50,1729.278216
47,50,1729.409422
47,49,1729.65242
47,50,1729.778446
45,50,1729.909168
47,50,1730.127217
47,50,1730.255051
47,50,1730.475477
52,50,1730.60666
46,50,1730.73504
47,50,1730.953821
45,50,1731.080541
47,50,1731.572677
46,50,1731.667997
45,50,1731.786276
45,50,1732.00281
47,50,1732.125818
47,50,1732.250829
47,50,1732.475996
47,50,1732.599466
47,50,1732.814348
46,50,1732.939596
31,50,1733.061779
47,50,1733.266996
47,50,1733.386939
44,49,1733.611785
46,50,1733.744357
47,50,1733.880198
47,50,1734.097187
47,50,1734.221132
47,50,1734.435083
47,49,1734.534642
47,50,1734.652393
47,50,1734.867588
47,50,1734.985527
44,50,1735.176445
47,50,1735.299476
47,50,1735.424674
46,50,1735.639382
45,50,1735.767513
44,47,1735.885629
45,50,1736.118079
47,50,1736.240737
46,50,1736.450889
45,50,1736.575775
46,50,1736.697228
45,50,1736.904831
46,50,1737.030926
47,50,1737.243034
35,50,1737.369028
47,50,1737.49176
46,50,1737.711422
47,50,1737.833283
47,50,1738.066684
46,50,1738.192133
47,50,1738.317801
47,50,1738.545262
30,49,1738.64683
47,50,1738.750061
47,50,1738.974832
43,50,1739.106626
42,48,1739.320265
40,50,1739.410193
47,50,1739.494038
46,50,1739.714844
45,50,1739.856828
47,50,1740.139869
47,50,1740.268677
47,50,1740.394711
42,50,1740.609502
45,49,1740.735151
45,50,1740.989204
47,50,1741.112503
47,50,1741.247456
46,50,1741.496825
47,50,1741.621705
45,50,1741.757921
46,50,1741.980435
47,50,1742.103603
46,50,1742.331665
47,50,1742.459321
44,49,1742.582291
47,50,1742.808995
47,50,1742.941721
47,50,1743.173477
45,50,1743.279615
46,50,1743.422884
47,50,1743.635695
47,50,1743.813791
45,50,1744.033724
46,50,1744.14518
45,50,1744.259521
46,50,1744.475263
47,50,1744.622976
46,50,1744.743587
29,50,1744.968388
47,50,1745.100887
46,50,1745.333323
47,50,1745.455367
46,50,1745.573385
45,50,1745.810848
47,50,1745.938599
45,50,1746.181705
45,50,1746.281451
45,50,1746.410081
46,50,1746.615923
44,50,1746.699902
46,50,1746.908247
47,50,1747.026083
47,50,1747.104734
45,50,1747.298002
47,50,1747.404932
45,50,1747.640112
24,50,1747.774497
45,50,1747.899746
46,50,1748.123326
43,50,1748.251243
46,50,1748.390355
47,50,1748.632529
46,50,1748.756081
45,50,1748.981538
44,50,1749.119225
46,50,1749.259029
45,50,1749.485204
46,50,1749.606095
43,47,1749.815582
47,50,1749.938166
28,50,1750.060126
43,50,1750.313357
45,50,1750.438939
45,50,1750.663627
46,50,1750.776245
46,49,1750.8979
47,50,1751.128736
34,50,1751.250251
47,50,1751.371838
47,50,1751.627329
45,50,1751.753346
47,50,1751.971803
46,50,1752.101274
42,50,1752.229788
31,50,1752.43569
31,49,1752.554421
41,50,1752.773834
45,50,1752.904293
46,50,1753.032349
21,50,1753.240824
47,50,1753.370435
44,50,1753.589147
45,50,1753.722535
29,50,1753.82383
46,50,1754.030377
46,50,1754.139745
46,50,1754.343764
41,50,1754.469842
22,50,1754.595786
47,50,1754.841528
45,50,1754.969059
47,50,1755.077211
42,50,1755.283502
42,50,1755.409167
44,50,1755.635963
44,50,1755.762803
47,50,1755.865279
47,50,1756.074666
46,50,1756.20371
43,50,1756.421346
47,50,1756.543641
29,50,1756.664621
43,50,1756.885002
40,50,1757.009264
41,49,1757.247052
45,50,1757.372954
44,50,1757.513057
44,50,1757.762984
40,50,1757.888928
29,49,1758.014667
42,50,1758.247715
26,50,1758.380295
44,50,1758.634625
42,50,1758.744491
47,50,1758.859866
42,50,1759.078736
43,50,1759.227052
47,50,1759.486682
40,49,1759.611453
45,50,1759.737064
45,50,1759.979347
46,50,1760.106321
31,50,1760.352685
46,50,1760.491952
34,50,1760.629725
38,50,1760.851659
44,50,1760.96526
45,50,1761.068773
45,50,1761.289148
44,50,1761.41292
10,50,1761.636145
46,50,1761.720471
19,50,1761.800238
45,50,1762.036466
44,50,1762.132442
11,50,1762.363128
46,50,1762.486526
39,50,1762.612792
47,50,1762.853129
52,50,1762.980546
40,50,1763.206783
37,50,1763.331533
45,50,1763.456071
47,50,1763.729775
43,50,1763.820542
46,50,1764.035025
44,50,1764.171014
46,50,1764.293591
27,50,1764.513891
43,50,1764.649796
47,50,1764.775752
18,50,1764.999382
43,50,1765.120674
19,50,1765.330637
45,50,1765.452123
27,50,1765.57505
21,50,1765.795046
42,50,1765.920384
46,50,1766.153177
43,50,1766.292026
44,50,1766.432879
43,50,1766.645061
44,50,1766.766417
24,50,1766.976759
21,50,1767.084465
25,50,1767.178483
35,47,1767.394713
43,50,1767.522901
19,50,1767.649489
44,50,1767.885864
32,50,1768.009329
46,50,1768.253649
23,50,1768.377574
44,50,1768.503963
43,50,1768.708163
46,50,1768.813033
46,50,1769.008264
44,50,1769.115776
42,50,1769.210784
43,50,1769.429425
45,50,1769.564681
43,50,1769.79387
43,50,1769.9234
46,50,1770.04363
44,50,1770.316915
37,50,1770.438552
46,50,1770.752994
47,50,1770.883359
14,50,1771.02309
42,50,1771.256743
39,50,1771.35218
47,50,1771.444886
44,50,1771.662711
19,50,1771.78839
42,50,1772.022225
46,50,1772.154773
28,50,1772.281626
45,49,1772.49562
47,50,1772.617856
43,50,1772.857299
46,50,1772.978712
46,50,1773.099403
45,50,1773.358481
44,50,1773.494454
47,50,1773.823725
43,50,1773.949789
45,50,1774.090518
44,50,1774.34366
46,50,1774.448767
35,50,1774.565803
42,50,1774.778578
38,50,1774.898852
42,50,1775.099907
45,50,1775.205601
46,50,1775.292137
47,50,1775.501384
46,50,1775.619116
46,50,1775.831105
46,50,1775.955482
41,50,1776.078121
46,50,1776.322344
45,50,1776.441041
44,50,1776.66101
45,50,1776.786762
22,50,1776.915848
45,50,1777.14259
45,50,1777.282312
44,50,1777.49831
45,50,1777.625015
44,50,1777.748198
39,50,1777.975979
44,50,1778.099747
47,50,1778.224833
46,50,1778.442085
44,50,1778.567922
44,50,1778.767519
46,50,1778.886984
44,50,1779.005699
45,50,1779.241862
46,50,1779.365953
47,50,1779.585405
42,50,1779.711398
42,50,1779.85286
45,49,1780.087547
41,47,1780.20696
46,50,1780.424103
45,49,1780.559108
35,50,1780.678313
47,50,1780.891908
44,50,1781.016164
25,50,1781.139332
45,50,1781.481623
43,50,1781.602526
46,50,1781.821203
46,50,1781.945383
33,49,1782.063024
44,50,1782.295633
45,50,1782.39834
46,50,1782.616276
45,50,1782.739789
45,50,1782.86207
45,50,1783.08203
38,50,1783.208627
46,50,1783.415649
44,50,1783.547107
46,50,1783.660654
44,50,1783.994617
45,50,1784.136304
40,50,1784.281755
45,50,1784.640929
43,50,1784.772718
46,50,1785.171857
44,50,1785.30047
46,50,1785.435516
44,50,1785.659161
46,50,1785.785073
45,50,1786.00093
46,50,1786.124657
44,50,1786.244868
45,50,1786.464983
43,50,1786.58877
46,50,1786.816407
46,50,1786.962701
45,50,1787.110134
43,50,1787.337859
43,50,1787.461407
42,50,1787.694922
45,50,1787.823766
44,50,1787.954389
47,50,1788.182966
44,50,1788.318606
42,50,1788.457513
46,50,1788.683883
43,50,1788.813972
47,50,1789.032938
45,50,1789.142346
41,50,1789.251001
45,50,1789.464047
43,50,1789.542888
44,50,1789.758667
46,50,1789.886318
45,50,1790.013209
46,50,1790.236949
42,50,1790.366515
45,50,1790.584915
46,50,1790.725568
45,50,1790.865325
44,50,1791.074956
47,50,1791.197207
46,50,1791.41485
45,50,1791.549692
45,50,1791.673704
40,50,1791.905029
47,50,1792.039997
47,50,1792.172374
40,50,1792.405048
42,50,1792.530104
45,49,1792.7335
43,50,1792.867777
47,50,1793.01604
43,50,1793.237445
47,50,1793.361325
47,50,1793.545969
44,50,1793.668432
46,50,1793.801845
42,50,1794.036952
46,50,1794.19115
45,50,1794.438158
45,50,1794.568023
39,50,1794.672992
23,49,1794.898098
36,50,1795.030255
42,50,1795.160481
47,50,1795.373393
46,50,1795.490102
41,50,1795.69518
46,50,1795.823475
46,50,1795.947732
39,50,1796.159944
46,50,1796.281293
46,50,1796.482857
46,50,1796.60118
47,50,1796.71888
46,50,1796.933581
44,50,1797.060771
46,50,1797.265016
45,50,1797.401383
46,50,1797.525836
44,49,1797.746284
47,50,1797.87624
47,50,1798.09267
45,50,1798.225972
21,50,1798.331037
46,50,1798.528757
47,50,1798.635138
46,50,1798.725836
47,50,1799.178323
46,50,1799.298465
44,50,1799.517316
46,50,1799.647545
47,50,1799.77045
47,50,1799.983304
47,50,1800.102617
47,50,1800.345455
45,50,1800.473708
44,50,1800.60631
47,50,1800.821976
47,50,1800.926455
45,50,1801.149113
45,50,1801.257347
45,50,1801.360774
43,50,1801.566263
47,50,1801.697636
47,50,1801.819109
44,50,1802.034787
44,50,1802.158001
42,50,1802.385259
45,50,1802.517789
47,50,1802.643807
45,50,1802.87951
47,50,1803.012954
47,50,1803.222939
46,50,1803.349504
46,50,1803.473105
41,50,1803.710462
45,50,1803.842436
45,50,1804.277516
47,50,1804.406268
47,50,1804.54052
42,50,1804.755442
46,50,1804.874022
46,50,1805.105983
43,50,1805.230539
42,50,1805.330778
47,50,1805.525609
46,50,1805.648809
47,50,1805.768808
47,50,1806.014324
47,50,1806.147526
46,50,1806.382057
45,50,1806.511926
47,50,1806.645372
45,50,1806.85433
45,50,1806.960448
44,50,1807.165051
47,50,1807.290129
47,50,1807.438203
44,50,1807.648425
47,50,1807.77578
45,50,1807.994529
46,50,1808.120531
46,50,1808.249117
46,50,1808.482223
47,50,1808.576859
47,50,1808.790112
47,50,1808.913301
43,49,1809.02992
46,50,1809.241804
47,50,1809.369086
47,50,1809.494606
47,50,1809.692733
47,50,1809.813401
45,50,1810.018176
45,49,1810.143556
47,50,1810.270793
47,50,1810.489246
46,50,1810.630215
46,50,1810.871562
45,50,1810.998358
41,50,1811.12197
47,50,1811.333925
47,50,1811.450131
45,50,1811.652001
45,50,1811.782624
46,50,1811.914926
42,50,1812.134864
46,50,1812.261187
44,50,1812.398569
44,50,1812.630977
43,50,1812.758688
47,50,1812.9697
47,50,1813.09064
45,50,1813.210322
44,50,1813.414474
45,50,1813.532
46,50,1813.811809
46,50,1813.961998
45,50,1814.100288
45,50,1814.311499
44,50,1814.42161
47,50,1814.710746
47,50,1814.83326
47,50,1814.958177
45,50,1815.173393
47,50,1815.297378
47,50,1815.513635
45,50,1815.64658
47,50,1815.771605
47,50,1815.990428
46,50,1816.078101
44,49,1816.168821
46,50,1816.376369
46,50,1816.496238
46,49,1816.707763
44,50,1816.819765
47,50,1816.926343
47,50,1817.156038
63,50,1817.270303
46,50,1817.491985
47,50,1817.62068
43,50,1817.72142
41,47,1817.931547
47,50,1818.056914
46,50,1818.184312
56,50,1818.404207
40,50,1818.526275
45,50,1818.762587
45,50,1818.888823
47,50,1819.016413
47,50,1819.233933
45,50,1819.341758
46,50,1819.540244
46,50,1819.645571
46,50,1819.749053
45,50,1819.946187
45,50,1820.066499
47,50,1820.293317
47,50,1820.391145
47,50,1820.484675
47,50,1820.699562
45,50,1820.821653
48,50,1821.049668
46,50,1821.163939
46,50,1821.260273
46,50,1821.484942
47,50,1821.610258
46,50,1821.732782
47,50,1821.960135
39,50,1822.10427
45,50,1822.345308
47,50,1822.475205
46,50,1822.601682
46,50,1822.832464
45,50,1822.957051
47,50,1823.191205
45,49,1823.311467
46,50,1823.44958
47,50,1823.663725
47,50,1823.793182
45,50,1824.001538
47,50,1824.120933
47,50,1824.242538
46,50,1824.45404
46,50,1824.589996
45,50,1824.820855
47,50,1824.939469
47,50,1825.052072
46,50,1825.52831
45,50,1825.652319
47,50,1825.779351
47,50,1825.998854
46,50,1826.128157
46,50,1826.351577
47,50,1826.469265
44,49,1826.581683
47,50,1826.807375
46,50,1826.945999
47,50,1827.173467
45,50,1827.29645
