#{"t_start": 1707153303.3442564, "env_id": "Radar-v0"}
r,l,t
30.842771,47,923.75535
41.069909,50,924.095773
67.312334,49,924.194761
56.983376,50,924.316353
51.98402,50,924.666684
66.532486,48,924.780806
69.97504,49,925.13646
52.439325,50,925.274122
57.946514,47,925.405394
72.221275,50,925.706814
60.796535,48,925.822886
76.936072,50,926.076504
57.801404,50,926.209751
62.675761,50,926.337827
69.197907,50,926.563619
14.187338,44,926.668671
73.599016,49,926.785382
68.478852,49,927.084541
42.285871,47,927.208909
48.730821,47,927.436396
77.15953,50,927.56013
69.625563,49,927.67326
36.655706,47,927.947602
66.186576,47,928.063064
57.822268,50,928.208002
38.624674,50,928.661757
40.819082,49,928.780618
52.831354,50,929.029215
73.900386,49,929.111261
54.170708,46,929.179546
25.399685,49,929.592569
70.407831,50,929.713928
31.744206,49,929.834868
45.876175,46,930.133806
55.406056,49,930.251975
58.820089,47,930.663585
72.855434,50,930.771896
40.020665,45,930.876418
57.793981,49,931.177639
70.041499,50,931.298636
32.26619,48,931.429987
60.683972,49,931.613261
63.023893,50,931.681771
42.312656,50,931.941
59.533883,49,932.057546
58.978083,47,932.178432
38.735904,44,932.494523
75.085562,50,932.620057
68.55784,50,932.863369
78.476568,50,932.978218
63.705291,50,933.105731
55.897752,49,933.420053
53.538465,50,933.50399
38.327868,46,933.565584
60.389123,50,933.810694
74.305305,50,933.910308
59.49478,50,934.218576
75.511833,50,934.34298
60.146217,48,934.493927
46.869803,46,934.784242
79.002691,50,934.866568
76.25007,50,935.108778
59.644977,50,935.237163
72.12369,50,935.372813
65.544341,50,935.718727
64.156072,50,935.828726
46.730945,49,935.95834
58.761429,49,936.20078
59.672042,49,936.266518
39.278087,49,936.509471
71.236641,50,936.628357
44.251732,50,936.746296
44.467635,47,937.166731
32.183066,47,937.230664
41.546715,50,937.539325
66.929392,47,937.620861
72.266983,50,937.697755
72.598757,49,937.917793
76.603064,46,938.048658
77.343001,50,938.168487
74.100016,50,938.461213
69.985459,45,938.570505
58.478766,50,938.887483
72.665632,47,939.012881
45.375908,45,939.134877
52.888866,46,939.327861
58.460813,50,939.45553
62.615943,46,939.572115
47.600535,49,939.80267
55.835856,50,939.92505
55.849363,47,940.297364
77.395867,50,940.424256
71.613473,50,940.545632
55.618482,47,940.747988
38.740785,50,940.869604
60.289536,50,940.990578
35.844506,50,941.281644
71.998229,47,941.398802
66.138288,50,941.616582
44.526092,48,941.754202
58.955566,50,941.892234
70.491679,50,942.112246
44.793084,50,942.235155
51.065993,49,942.460281
63.190358,49,942.577771
56.223181,50,942.697488
62.536674,49,943.029106
58.928955,50,943.151446
39.121348,50,943.276046
79.920442,50,943.632805
54.564232,46,943.743915
56.519517,50,944.002488
34.656789,46,944.07567
60.063191,50,944.1424
59.641107,50,944.342358
72.747636,46,944.471813
73.040701,44,944.593405
75.407038,47,944.815363
74.984153,49,944.923239
49.857714,49,945.108979
67.368691,49,945.242394
78.360344,50,945.360255
71.930241,48,945.658262
55.830621,50,945.78004
50.188763,50,945.997303
75.474434,46,946.087229
51.757279,50,946.153408
76.337736,50,946.404747
40.608301,47,946.473649
69.917716,49,946.538371
47.970954,47,946.723195
59.010498,50,946.831314
59.026713,50,947.066463
61.715536,47,947.195881
76.163188,50,947.31755
57.064957,50,947.586985
34.4551,50,947.707842
48.277356,47,947.823046
49.170773,50,948.113386
57.686947,50,948.209501
64.691243,50,948.491307
67.264799,44,948.572206
48.422856,50,948.693845
64.670764,46,948.970721
53.00351,46,949.086597
58.063254,50,949.204656
68.073824,50,949.473786
59.068081,50,949.588071
62.982893,49,949.827158
66.158568,50,949.951839
57.382672,49,950.0727
61.946115,49,950.323604
50.647682,50,950.44352
60.777282,50,950.802868
37.563576,50,950.922122
77.275891,50,951.042828
41.025101,50,951.388255
46.600368,50,951.523888
51.696261,50,951.741374
53.125589,50,951.828562
49.565653,50,951.89675
54.548768,44,952.144943
68.292914,47,952.236789
57.290458,47,952.323676
54.562475,50,952.594642
44.427236,50,952.724444
48.514102,50,952.93749
25.425903,47,953.063968
67.855144,49,953.184883
70.391764,50,953.441891
71.563369,50,953.567916
63.915797,50,953.693788
59.658939,50,953.902338
41.714318,47,954.016678
44.503557,50,954.209037
41.434559,50,954.329687
58.741967,50,954.449815
42.449104,49,954.657852
50.985629,47,954.77593
64.649852,50,954.997409
51.42833,50,955.083243
56.53691,50,955.159548
43.111235,50,955.408757
64.455093,50,955.477905
43.537955,50,955.546138
75.007321,50,955.769827
49.444882,44,955.87557
59.836657,50,956.088729
65.565359,50,956.218015
57.698859,50,956.354368
43.263916,50,956.538175
47.857039,50,956.605832
43.611238,50,956.919371
43.766752,50,957.042073
48.660043,50,957.164804
75.78392,49,957.467391
36.485784,50,957.59416
59.030945,50,957.787888
75.733467,50,957.911863
48.220715,50,958.031735
38.792905,47,958.276201
55.217297,47,958.422821
60.50452,47,958.536065
58.77241,50,958.789137
50.015283,50,958.909042
56.821359,50,959.212393
55.048031,50,959.316517
57.670885,50,959.450511
43.738318,50,959.764826
59.948313,50,959.853963
57.172542,44,959.928499
58.371408,50,960.201927
69.383368,47,960.319513
64.596185,50,960.549474
43.509053,49,960.674523
59.533775,50,960.797414
54.33,49,961.029032
64.205333,50,961.147834
54.998829,50,961.370139
43.873502,50,961.494981
62.356346,47,961.60682
76.889142,50,961.883365
60.594002,46,962.005179
50.080809,50,962.126101
66.355685,47,962.363083
60.407386,49,962.485397
61.267916,50,962.693278
56.646702,50,962.820117
44.169136,50,962.945815
34.469745,47,963.239977
43.764341,50,963.358673
41.831466,50,963.63049
46.405694,49,963.729425
62.989676,47,963.839798
53.792005,50,964.041432
61.803979,50,964.170098
64.184926,50,964.306879
54.620155,47,964.582161
44.520727,50,964.704724
49.447635,50,964.926648
26.069435,47,965.011309
61.752113,50,965.095277
47.299369,50,965.483196
38.206727,46,965.545651
43.996659,50,965.710023
55.154939,50,965.836637
57.850452,50,965.907397
68.36783,47,966.07091
65.610325,50,966.140901
73.009387,50,966.206963
60.546061,47,966.48965
42.609376,50,966.610908
54.159232,50,966.852573
57.286259,49,966.975234
44.154172,50,967.09553
62.601763,50,967.335484
64.819429,50,967.47108
56.379285,50,967.734154
54.217374,50,967.873958
60.245791,50,968.030785
71.76005,50,968.253983
57.457523,50,968.364455
38.668993,50,968.502605
49.882243,50,968.716254
73.334575,50,968.842277
58.505563,50,969.060241
52.049915,50,969.175153
59.846513,50,969.29555
40.594326,44,969.516052
59.721877,46,969.5783
73.760093,50,969.733192
37.405959,50,969.860055
47.896381,47,969.982242
46.603733,50,970.190119
44.508974,50,970.312447
71.22703,50,970.434681
55.964671,50,970.710183
59.910147,50,970.83027
46.412526,49,971.206957
74.219369,50,971.329648
43.486773,49,971.450827
41.642416,49,971.661082
60.563013,50,971.790111
44.504537,50,972.019447
58.99644,50,972.137852
61.91022,50,972.256336
62.208472,50,972.570431
57.838113,50,972.696228
76.399313,50,972.997301
76.352379,50,973.111349
56.572827,47,973.230026
42.507854,46,973.42659
57.60487,49,973.496395
65.961732,50,973.563648
57.170454,50,973.853945
52.883863,45,973.916059
44.510258,50,974.167582
61.509655,47,974.281853
77.573595,50,974.403849
43.035126,50,974.818912
72.620086,49,974.938546
44.515901,50,975.062643
55.159938,50,975.238912
55.571279,49,975.310645
41.762977,50,975.557255
71.941873,50,975.674513
63.447409,50,975.807198
57.61756,50,976.066583
49.891079,49,976.191167
64.54474,49,976.505897
51.283865,49,976.62394
77.507553,50,976.749673
75.149755,50,977.155071
55.318913,46,977.278738
77.993274,50,977.419385
77.128889,50,977.649758
54.26565,50,977.758636
71.266263,47,978.129952
54.495949,49,978.248573
46.202858,50,978.385744
77.885119,50,978.598002
68.756445,47,978.705961
49.086012,49,978.962084
45.810448,50,979.104559
70.54173,44,979.206736
73.779072,47,979.418808
74.274273,47,979.545241
60.496661,50,979.671655
75.27024,50,979.865841
42.769452,50,979.938756
78.887014,50,980.179396
61.973726,50,980.3007
76.704799,47,980.419362
76.31593,47,980.743373
54.438408,50,980.854799
45.934652,50,980.980661
60.679907,47,981.202442
57.29928,50,981.333247
39.596384,50,981.713587
44.666554,50,981.83428
71.228072,50,981.979162
42.773518,49,982.186625
37.100466,47,982.294762
45.258533,48,982.625522
58.283218,49,982.749113
46.955599,50,982.863395
57.647404,50,983.207682
38.832686,47,983.320461
59.904072,50,983.44184
60.459769,50,983.801284
75.39441,50,983.942961
55.592356,50,984.101307
73.221582,49,984.172643
54.76668,50,984.244613
69.765611,50,984.44596
57.188761,50,984.567396
54.948228,47,984.767792
75.819969,47,984.892303
65.830476,50,985.014883
47.052084,50,985.303639
53.517309,50,985.425295
77.27084,49,985.558866
74.311348,49,985.779501
56.456653,50,985.898885
38.899216,49,986.111563
53.526597,46,986.220694
78.57692,50,986.331278
48.21551,50,986.570116
69.932415,50,986.686127
56.065877,47,986.895723
57.048585,50,987.014002
73.778311,47,987.122701
57.496498,50,987.381515
60.339972,50,987.449763
68.180805,46,987.510752
62.221296,47,987.756462
55.888459,49,987.822641
72.271175,49,987.985711
56.41009,50,988.116972
63.98855,49,988.241013
34.497748,50,988.46743
57.16261,50,988.536455
48.506846,47,988.597052
58.005711,50,988.762582
43.855296,46,988.824098
52.981674,50,989.104111
70.447736,49,989.227531
64.200837,49,989.353305
44.645781,50,989.610753
47.016509,47,989.730779
55.348353,50,990.027722
53.180066,50,990.134618
59.597607,49,990.214237
53.328028,46,990.461262
62.929529,50,990.584491
52.677587,49,990.702607
44.110533,50,990.943334
60.157719,50,991.058204
57.279031,50,991.258081
38.738557,44,991.329115
71.192792,50,991.400167
66.638911,49,991.682232
75.808301,50,991.825334
62.391836,50,992.166462
46.979753,50,992.291444
56.791082,49,992.429186
52.766741,49,992.657414
61.68514,50,992.755273
59.502618,47,992.81864
69.812872,50,993.086705
30.938678,49,993.153521
65.395165,49,993.350412
52.65613,49,993.431042
55.660555,49,993.495794
66.712836,49,993.668497
45.967254,48,993.782022
62.60657,50,993.910621
65.421368,50,994.130277
38.64056,50,994.257745
54.940734,50,994.551049
65.463891,50,994.652166
61.516076,50,994.760516
60.150965,50,995.130545
54.098286,50,995.250058
56.60654,50,995.55822
59.414989,45,995.665459
69.833817,49,995.766664
56.667957,47,996.004448
44.528939,48,996.09643
40.399605,47,996.158878
52.493427,50,996.389429
74.837318,49,996.511507
60.318719,49,996.746102
69.229405,49,996.829262
60.596845,47,996.894616
58.791827,50,997.106459
58.29007,47,997.218792
54.196777,49,997.547725
66.917682,49,997.658499
64.77484,50,997.775086
54.149472,49,998.050297
55.32483,49,998.172325
50.921637,50,998.294909
37.463154,50,998.527715
75.309372,47,998.643197
51.420711,50,998.848944
70.182377,49,998.93828
42.033745,50,999.006022
53.319514,50,999.251636
57.226836,49,999.36654
64.552763,50,999.738252
56.262188,50,999.859458
30.705932,47,999.975983
39.206506,47,1000.251125
58.166416,50,1000.370911
52.022233,50,1000.490525
50.627707,49,1000.758002
75.64963,47,1000.883749
40.06002,50,1001.237233
76.226757,46,1001.347649
55.540054,50,1001.470012
53.363958,50,1001.80119
53.092931,49,1001.92682
71.461081,49,1002.051368
73.085847,50,1002.303717
41.04539,50,1002.384705
64.221328,50,1002.592198
62.734032,47,1002.70595
51.403567,50,1002.828514
56.50217,50,1003.048591
68.262555,50,1003.171417
70.135021,50,1003.427842
69.488697,49,1003.546393
69.499101,49,1003.665289
76.246266,47,1003.932324
68.585846,44,1004.052927
25.879704,46,1004.177262
36.264463,50,1004.389541
65.98195,49,1004.499591
51.349369,49,1004.826781
50.040684,49,1004.910537
49.541307,47,1005.012556
73.503136,47,1005.325247
62.60283,50,1005.45996
66.762531,49,1005.597638
53.722569,47,1005.80938
44.563197,50,1005.87666
67.997511,47,1006.138998
43.431608,50,1006.239081
43.38731,50,1006.352664
76.844128,50,1006.695856
52.909736,44,1006.80511
68.443535,47,1006.934885
50.115803,50,1007.204869
48.561402,50,1007.321253
44.564674,48,1007.62966
57.098139,50,1007.716235
77.337592,47,1007.816715
63.628232,49,1008.162324
56.3452,50,1008.295102
49.920985,47,1008.579966
62.386803,50,1008.702707
64.353783,41,1008.805562
60.395266,50,1009.080598
76.111718,50,1009.205626
64.279133,47,1009.321405
51.641442,50,1009.56759
53.77771,50,1009.67326
66.900576,47,1009.892863
72.026181,47,1010.019559
45.06599,50,1010.149002
59.015719,50,1010.355977
42.018153,50,1010.481325
74.82782,47,1010.598917
65.380049,44,1010.834604
63.060606,50,1010.947797
53.436038,44,1011.129069
72.264875,50,1011.257163
43.758699,50,1011.388235
74.281176,50,1011.629086
28.715992,47,1011.764904
51.379576,50,1011.910675
64.736026,50,1012.133614
52.519882,50,1012.267193
58.618282,50,1012.498486
56.77909,50,1012.623702
63.489226,47,1012.747595
52.400998,47,1012.98959
42.967069,48,1013.119098
62.716847,47,1013.240408
55.705899,50,1013.48237
47.347477,50,1013.595289
52.841498,49,1013.88582
57.495825,50,1014.008581
67.510265,50,1014.134572
60.484328,50,1014.464055
61.16651,50,1014.58699
58.479718,48,1014.849236
74.274875,50,1014.971946
42.870402,50,1015.093829
54.99692,49,1015.349233
46.733832,44,1015.413358
51.204315,49,1015.481083
65.729015,50,1015.873122
37.226098,50,1015.999455
58.446857,48,1016.294117
42.491661,49,1016.360562
55.180178,47,1016.462461
62.379312,50,1016.692674
71.146068,47,1016.761818
59.27256,50,1017.00499
72.119653,47,1017.119288
73.480432,47,1017.229349
64.354873,49,1017.516992
40.026413,46,1017.624342
57.526214,50,1017.734525
52.368772,50,1018.043366
61.200448,49,1018.156091
58.362697,49,1018.359055
65.740342,50,1018.484888
38.807211,46,1018.599077
54.331459,49,1018.828974
50.330759,47,1018.895157
48.960843,47,1018.96017
59.257083,49,1019.169629
67.091422,46,1019.284703
57.991489,50,1019.551104
58.318654,42,1019.652684
59.168603,50,1019.771943
40.557778,49,1020.0086
59.201526,50,1020.125544
52.084626,50,1020.254613
54.248062,47,1020.45481
45.958286,47,1020.575437
47.863503,49,1020.85704
40.920746,47,1020.976182
76.920653,49,1021.097975
58.47259,49,1021.303656
44.982061,47,1021.416821
72.095557,48,1021.534166
50.695314,50,1021.930761
52.424264,47,1022.042534
71.718796,47,1022.239976
73.117924,47,1022.34677
73.024644,49,1022.45298
67.587197,49,1022.690087
75.131964,50,1022.803671
77.402509,47,1022.910912
52.497691,49,1023.272681
38.929274,48,1023.389013
59.090471,47,1023.677707
47.338963,47,1023.790361
66.376245,50,1023.910151
52.831139,47,1024.210331
75.92802,50,1024.339197
43.948735,50,1024.467338
52.995956,50,1024.760405
49.533071,50,1024.826526
41.46147,50,1025.036326
57.379348,50,1025.119809
52.846177,47,1025.182319
37.129924,49,1025.372603
48.846034,46,1025.449057
51.77686,50,1025.773357
49.353139,50,1025.895126
56.892185,50,1026.045249
43.243929,49,1026.338551
47.166466,47,1026.454184
48.793127,49,1026.576287
41.75175,49,1026.907152
63.614694,49,1027.025544
59.945903,50,1027.325442
77.615607,47,1027.437919
69.838304,47,1027.553963
62.548584,49,1027.868887
60.62602,50,1028.000936
75.398063,46,1028.121079
44.799931,50,1028.435941
75.612463,50,1028.554913
65.197954,47,1028.842309
62.427591,50,1028.962283
30.388352,50,1029.085269
37.648547,47,1029.334668
53.385281,49,1029.450754
63.811504,49,1029.653615
57.987073,46,1029.769382
79.809175,50,1029.892196
63.245726,49,1030.172374
44.249326,50,1030.29353
43.754182,50,1030.438929
62.937697,50,1030.654815
43.418782,50,1030.766824
77.158472,50,1031.059483
78.38893,50,1031.181696
50.883483,50,1031.304783
58.930407,50,1031.615264
41.087845,46,1031.728993
49.171664,50,1032.02978
60.110012,49,1032.147029
47.583106,50,1032.26352
49.441879,50,1032.511621
44.510179,50,1032.632684
77.933115,50,1032.766788
73.596526,47,1033.109088
56.399337,50,1033.242072
52.577448,50,1033.584288
59.603235,50,1033.657345
42.916068,50,1033.723543
59.980134,50,1033.947122
59.593197,49,1034.067431
72.793031,49,1034.315162
42.937618,47,1034.432814
43.220808,47,1034.509878
56.397853,50,1034.785316
32.799928,50,1034.910393
57.867231,50,1035.03414
49.085256,42,1035.361047
58.892464,50,1035.487154
58.761822,50,1035.703402
42.888315,49,1035.828163
75.484033,47,1035.94477
49.513332,47,1036.276772
46.506647,44,1036.384592
58.852315,50,1036.508445
59.242447,50,1036.827744
70.651181,47,1036.930363
44.947418,50,1037.177521
52.886563,49,1037.304255
46.005091,50,1037.43134
43.963456,50,1037.702304
51.974637,50,1037.817322
43.661322,50,1038.110538
49.918612,50,1038.237602
57.932425,47,1038.366263
43.946077,50,1038.598005
62.908624,47,1038.711973
63.252245,50,1038.869082
44.510179,50,1039.176045
58.564102,47,1039.300093
70.155786,49,1039.544145
67.876316,47,1039.647938
63.078967,50,1039.767828
56.501098,42,1040.009225
65.892761,50,1040.14568
77.131087,50,1040.288135
75.083684,50,1040.6394
64.721479,49,1040.757898
49.763943,49,1041.067449
38.390122,49,1041.179159
42.996373,47,1041.280376
47.558342,47,1041.507515
55.925886,49,1041.623905
50.590253,50,1041.731269
57.193006,48,1041.912342
38.493112,47,1041.976297
60.981289,50,1042.155975
43.76103,50,1042.266473
78.052808,50,1042.339608
54.532329,46,1042.581083
51.356274,50,1042.705886
30.091624,50,1043.07143
72.665774,50,1043.198616
43.168525,50,1043.328586
58.219205,49,1043.624692
40.003168,50,1043.747203
58.416497,50,1043.872368
64.642154,48,1044.080338
55.59318,49,1044.198882
55.486451,50,1044.491565
41.710303,49,1044.617741
49.54113,48,1044.742326
52.737928,50,1044.96196
65.705467,50,1045.091713
26.443728,50,1045.343765
44.852252,49,1045.463889
39.309554,50,1045.588042
59.531732,50,1045.853753
43.517395,50,1045.985234
56.646217,50,1046.285142
73.276317,50,1046.378158
55.233127,49,1046.486556
58.976164,50,1046.704591
59.355779,50,1046.833322
53.611482,50,1046.955347
63.678108,50,1047.192632
56.119162,47,1047.317327
55.437599,47,1047.629419
67.639514,47,1047.735275
39.405058,49,1047.84628
42.111605,46,1048.126014
59.980248,50,1048.193774
59.502596,49,1048.258572
73.713678,50,1048.565121
43.035259,49,1048.696979
66.747081,50,1048.931087
44.642982,49,1049.045148
46.161489,49,1049.154906
65.306571,49,1049.394073
57.457169,50,1049.514988
63.746433,49,1049.902286
45.309311,50,1050.019586
41.430307,50,1050.154602
48.979768,50,1050.41924
22.268061,50,1050.512588
65.775298,46,1050.590709
51.15577,47,1050.915424
41.855624,49,1051.032816
56.967504,46,1051.379176
64.253228,50,1051.503302
49.437363,50,1051.615351
52.042671,50,1051.92556
25.942496,50,1052.045388
76.358483,47,1052.254591
64.234766,50,1052.379599
59.585044,50,1052.516185
41.220276,50,1052.737575
64.443447,47,1052.855637
44.368824,50,1052.981624
57.501833,45,1053.194192
69.640723,50,1053.287285
57.860871,50,1053.594732
40.369582,47,1053.71079
55.657529,47,1053.827563
55.45768,50,1054.062937
47.298917,47,1054.193092
65.689344,50,1054.272392
74.678838,50,1054.463887
67.293391,47,1054.550359
43.055655,49,1054.8224
73.695025,50,1054.950416
69.418923,50,1055.077928
44.646679,46,1055.302583
62.058965,49,1055.42488
59.381519,47,1055.551666
61.314401,49,1055.851932
60.965056,50,1055.977582
50.959549,48,1056.257852
63.074973,47,1056.372543
37.751015,49,1056.475589
59.773713,50,1056.750996
59.515444,50,1056.86453
75.548947,49,1057.13197
40.841399,49,1057.250917
75.435598,50,1057.371853
42.84055,49,1057.586035
71.829983,47,1057.710102
56.286713,50,1057.842463
46.799748,49,1058.018369
61.008817,49,1058.083955
49.592189,48,1058.310895
57.102664,47,1058.432866
43.037334,50,1058.556832
65.789482,44,1058.765995
74.380723,46,1058.877475
50.122168,50,1059.009189
76.029283,50,1059.225209
47.278995,47,1059.314884
63.944011,46,1059.655607
55.08009,50,1059.780563
59.640158,50,1059.908231
57.516845,49,1060.180914
55.989173,49,1060.304415
69.872806,50,1060.5491
73.479958,50,1060.678303
60.251527,50,1060.768949
63.590134,50,1061.085191
39.782246,46,1061.196751
43.587577,49,1061.309948
53.984299,48,1061.637295
56.759436,50,1061.703273
42.913816,46,1061.851511
48.459237,49,1061.973614
69.799965,47,1062.086834
72.568301,50,1062.333456
54.076877,50,1062.430837
56.8016,49,1062.563747
43.117837,47,1062.87111
55.109454,50,1062.994311
60.558599,50,1063.29951
53.224046,47,1063.412734
58.019665,50,1063.534162
76.954856,47,1063.761027
72.974397,50,1063.884939
46.774113,49,1064.199041
49.747126,47,1064.327339
76.505125,47,1064.448287
62.914159,47,1064.678319
45.767039,49,1064.796895
63.920276,50,1064.931131
50.361895,50,1065.235955
73.956651,50,1065.378552
57.878462,50,1065.704952
32.747016,50,1065.815707
54.233811,47,1065.928653
51.615075,50,1066.134333
69.244896,50,1066.238173
31.407022,47,1066.366351
45.295216,47,1066.55867
46.107393,49,1066.686927
63.763068,47,1066.896418
42.118163,47,1067.013351
46.776427,47,1067.127803
64.061926,50,1067.36897
42.114571,50,1067.497033
69.757675,49,1067.619556
51.665912,50,1067.83645
47.714053,46,1067.950167
39.950915,46,1068.304649
49.137323,50,1068.445276
62.129272,47,1068.545274
37.845239,47,1068.751739
58.209634,44,1068.825326
69.510497,49,1068.890411
50.328136,50,1069.104138
41.238976,50,1069.215486
72.148503,50,1069.481229
58.858311,50,1069.620269
56.922972,50,1069.752047
66.926136,50,1069.973359
65.514489,50,1070.092678
63.966224,47,1070.362576
64.142639,50,1070.472848
58.683587,50,1070.571727
40.31597,50,1070.935768
66.000121,50,1071.044813
55.101563,50,1071.275763
65.849877,50,1071.368192
42.926379,47,1071.432054
48.152034,50,1071.63481
57.44159,50,1071.762119
64.573425,44,1071.877366
46.054318,47,1072.098123
35.940238,50,1072.222345
60.73535,50,1072.446339
54.833194,47,1072.570007
29.093436,50,1072.69407
57.492826,48,1072.953
71.662119,50,1073.083761
55.387587,50,1073.20724
48.790349,50,1073.497848
73.089758,47,1073.622661
60.620783,50,1073.885339
53.223368,50,1074.005124
34.346508,48,1074.120234
68.260648,47,1074.394415
66.170977,47,1074.490735
40.770226,47,1074.561688
52.820455,44,1074.74175
63.786625,50,1074.86453
74.206523,50,1075.097331
50.031825,50,1075.201873
45.086212,49,1075.273964
65.961845,50,1075.60213
59.226583,50,1075.66796
64.702871,47,1075.887961
51.529753,47,1076.003643
41.67149,50,1076.11924
58.711232,49,1076.41116
55.127327,47,1076.474478
59.899181,47,1076.535564
62.60407,49,1076.7978
73.517347,47,1076.913089
37.764283,50,1077.237582
56.228619,50,1077.382192
52.066419,50,1077.503375
63.306818,50,1077.794053
43.131041,50,1077.863798
60.90827,47,1077.928828
58.351821,50,1078.275239
69.293009,50,1078.407614
39.328198,50,1078.605604
63.599717,46,1078.7161
56.984183,49,1078.835551
61.208233,50,1079.065887
56.000986,50,1079.188668
78.379991,47,1079.46843
62.619035,50,1079.562361
43.365304,50,1079.627673
43.305266,50,1079.865546
55.157414,50,1079.990043
36.623142,44,1080.098406
55.217409,50,1080.388229
58.603113,50,1080.50897
72.334138,47,1080.865463
50.319125,47,1080.958536
67.392901,47,1081.055901
60.844023,50,1081.365318
62.283558,50,1081.486685
69.799052,49,1081.607366
61.464333,49,1081.95055
58.693279,50,1082.082377
59.003723,50,1082.560666
45.388053,50,1082.633973
64.947598,47,1082.69662
67.648276,50,1082.986939
52.758493,50,1083.053715
59.753358,50,1083.272657
40.339114,50,1083.356164
49.383632,47,1083.426631
49.386069,50,1083.595243
49.467367,47,1083.707974
61.606904,50,1083.81563
58.853967,47,1084.146289
71.832087,44,1084.235383
66.64643,50,1084.443913
54.100569,50,1084.560741
52.998264,47,1084.670344
40.203598,47,1084.948463
33.021414,47,1085.017206
62.160145,50,1085.083485
47.425409,47,1085.270575
54.406768,46,1085.375699
68.445453,50,1085.712566
58.179386,49,1085.834154
60.58815,50,1085.964218
39.070185,47,1086.253885
55.399497,50,1086.380688
59.221482,50,1086.522312
58.635278,50,1086.732533
66.695582,50,1086.874159
44.291094,44,1087.068721
22.662003,50,1087.188707
76.90719,47,1087.302688
65.318579,50,1087.509274
75.688576,50,1087.62392
71.240732,49,1087.942881
54.039753,50,1088.029853
75.181271,50,1088.098929
44.192088,50,1088.306777
75.896281,50,1088.408201
51.212219,49,1088.510062
70.906601,50,1088.718256
72.140809,50,1088.842794
44.287891,47,1089.075373
44.382644,50,1089.199735
56.110109,50,1089.339945
45.61751,47,1089.567799
45.029249,50,1089.686635
70.760872,50,1089.899157
69.758618,50,1090.037439
62.118684,44,1090.140452
65.434761,47,1090.342616
58.959067,50,1090.449064
63.417516,47,1090.512867
47.967296,50,1090.813093
43.281507,50,1090.939294
72.046211,50,1091.151895
69.589892,50,1091.277513
35.749744,50,1091.40176
71.851573,50,1091.659168
64.885167,50,1091.779773
56.253302,50,1092.005336
53.156093,48,1092.087733
42.957825,50,1092.182467
70.418078,50,1092.455717
50.423265,47,1092.577667
58.994431,49,1092.704412
56.285724,43,1092.933282
41.114181,48,1093.046762
64.150766,47,1093.245836
45.30845,50,1093.378893
46.175609,46,1093.494036
73.238032,50,1093.709559
47.604322,46,1093.826683
69.403264,50,1093.955584
56.073168,50,1094.207624
53.579354,50,1094.333936
49.025844,49,1094.572147
42.905605,50,1094.697704
47.866815,50,1094.809987
64.486326,49,1095.110479
66.77249,50,1095.176916
68.498038,50,1095.455445
46.678617,47,1095.555583
44.947279,50,1095.663778
52.968509,50,1095.862244
54.027137,50,1095.990004
70.882334,50,1096.10125
73.255682,44,1096.307233
55.24745,50,1096.434062
54.577405,43,1096.706004
46.294913,50,1096.812856
55.458853,50,1096.881327
61.428599,50,1097.098651
77.121729,50,1097.205466
72.155273,47,1097.298093
74.037776,50,1097.506672
69.593198,50,1097.628467
61.000329,50,1097.88908
69.196563,50,1098.017878
64.662766,47,1098.138162
40.762489,50,1098.423456
38.666248,50,1098.56161
45.526787,48,1098.835964
63.347053,49,1098.958685
76.911676,50,1099.080241
53.754979,50,1099.427283
51.761525,50,1099.521655
43.165837,50,1099.642163
56.970569,50,1099.975315
46.931736,50,1100.095322
75.016494,50,1100.314687
75.750755,50,1100.44237
35.546328,50,1100.572554
59.066223,50,1100.894788
71.073811,50,1100.961254
72.08827,49,1101.256656
54.865011,50,1101.384063
59.373863,50,1101.506459
25.609366,50,1101.742033
54.350112,50,1101.865453
51.092228,47,1102.063681
75.093525,49,1102.186547
50.028813,50,1102.277209
43.351281,47,1102.48306
59.993888,49,1102.616676
61.809702,50,1102.758046
42.724349,50,1102.975172
52.785589,47,1103.098373
38.254257,50,1103.453382
61.621534,50,1103.576954
73.419283,50,1103.715645
67.350591,50,1104.035409
46.074054,49,1104.156563
75.24382,47,1104.487561
57.373555,50,1104.608574
65.805592,49,1104.741721
75.99315,50,1105.045284
42.049982,50,1105.114142
66.816476,50,1105.179666
54.441681,47,1105.483623
43.97027,50,1105.552212
42.75274,50,1105.777995
39.698743,50,1105.916281
75.279666,47,1106.0431
36.119248,50,1106.317276
56.291169,50,1106.432304
48.208799,50,1106.701508
69.075752,50,1106.82326
52.471787,47,1106.938212
73.997661,49,1107.134406
60.77277,50,1107.217647
55.154623,50,1107.285856
59.651474,50,1107.487115
48.771725,49,1107.606697
64.743223,49,1107.810879
56.124636,50,1107.927126
64.560122,50,1108.044595
37.778279,50,1108.237458
45.527055,49,1108.305851
61.484247,44,1108.471591
70.486259,50,1108.596627
72.604935,50,1108.720354
61.346448,50,1108.957145
52.835553,50,1109.027719
57.622245,50,1109.092649
30.194927,50,1109.296359
57.246894,47,1109.406921
79.315942,50,1109.649522
47.477764,46,1109.775094
57.505767,50,1109.913276
69.478274,50,1110.201717
56.334941,50,1110.318735
60.320294,50,1110.659838
53.901352,49,1110.774663
52.526666,44,1110.888098
75.290262,50,1111.140351
64.04034,50,1111.244482
44.492163,50,1111.366563
