#{"t_start": 1694990745.1364563, "env_id": "Radar-v0"}
r,l,t
0.0,1,11.052299
0.0,1,11.053936
0.0,1,11.055546
0.0,1,11.057126
0.0,1,11.058751
0.0,1,11.060386
0.0,1,11.062014
0.0,1,11.063572
0.0,1,11.065369
0.0,1,11.067001
0.0,1,11.068685
0.0,1,11.070322
0.0,1,11.071922
0.0,1,11.073558
0.0,1,11.075225
0.0,1,11.076906
0.0,1,11.078459
0.0,1,11.080004
0.0,1,11.081643
0.0,1,11.083238
0.0,1,11.085074
0.0,1,11.08663
0.0,1,11.088196
0.0,1,11.089799
0.0,1,11.091441
0.0,1,11.093077
0.0,1,11.094708
0.0,1,11.096269
0.0,1,11.097875
0.0,1,11.09943
0.0,1,11.101004
0.0,1,11.102458
0.0,1,11.103954
0.0,1,11.105761
0.0,1,11.107337
0.0,1,11.108991
0.0,1,11.11059
0.0,1,11.112137
0.0,1,11.113714
0.0,1,11.115286
0.0,1,11.116899
0.0,1,11.118455
0.0,1,11.12001
0.0,1,11.121599
0.0,1,11.12314
0.0,1,11.124877
0.0,1,11.126421
0.0,1,11.127989
0.0,1,11.129541
0.0,1,11.131095
0.0,1,11.198874
0.0,1,11.201099
0.0,1,11.202942
0.0,1,11.204688
0.0,1,11.206355
0.0,1,11.207945
0.0,1,11.209543
0.0,1,11.211211
0.0,1,11.212859
0.0,1,11.214456
0.0,1,11.21626
0.0,1,11.21784
0.0,1,11.219371
0.0,1,11.220958
0.0,1,11.222484
0.0,1,11.224016
0.0,1,11.225531
0.0,1,11.227115
0.0,1,11.228849
0.0,1,11.230522
0.0,1,11.231979
0.0,1,11.233598
0.0,1,11.235183
0.0,1,11.237231
0.0,1,11.238827
0.0,1,11.240779
0.0,1,11.242333
0.0,1,11.243979
0.0,1,11.24555
0.0,1,11.24702
0.0,1,11.248437
0.0,1,11.249837
0.0,1,11.258837
0.0,1,11.260409
0.0,1,11.261983
0.0,1,11.263537
0.0,1,11.265271
0.0,1,11.266806
0.0,1,11.268251
0.0,1,11.269671
0.0,1,11.271095
0.0,1,11.272551
0.0,1,11.273922
0.0,1,11.275369
0.0,1,11.276881
0.0,1,11.278414
0.0,1,11.279876
0.0,1,11.281399
0.0,1,11.282865
0.0,1,11.284535
0.0,1,11.285985
0.0,1,11.287411
0.0,1,11.288831
0.0,1,11.290376
0.0,1,11.291853
0.0,1,11.293436
0.0,1,11.295088
0.0,1,11.296652
0.0,1,11.298122
0.0,1,11.299557
0.0,1,11.300979
0.0,1,11.302609
0.0,1,11.304046
0.0,1,11.305516
0.0,1,11.306976
0.0,1,11.30843
0.0,1,11.309903
0.0,1,11.311295
0.0,1,11.312791
0.0,1,11.314291
0.0,1,11.315956
0.0,1,11.317411
0.0,1,11.318875
0.0,1,11.320367
0.0,1,11.322119
0.0,1,11.3237
0.0,1,11.325352
0.0,1,11.32704
0.0,1,11.328961
0.0,1,11.330586
0.0,1,11.332141
0.0,1,11.333731
0.0,1,11.335423
0.0,1,11.337101
0.0,1,11.33873
0.0,1,11.340326
0.0,1,11.342216
0.0,1,11.343724
0.0,1,11.345257
0.0,1,11.346822
0.0,1,11.348466
0.0,1,11.350055
0.0,1,11.351861
0.0,1,11.353568
0.0,1,11.355196
0.0,1,11.356803
0.0,1,11.358368
0.0,1,11.359907
0.0,1,11.361521
0.0,1,11.363295
0.0,1,11.364891
0.0,1,11.377738
0.0,1,11.379869
0.0,1,11.382146
0.0,1,11.384341
0.0,1,11.386335
0.0,1,11.387982
0.0,1,11.389852
0.0,1,11.391515
0.0,1,11.393005
0.0,1,11.39457
0.0,1,11.396109
0.0,1,11.397858
0.0,1,11.399387
0.0,1,11.401078
0.0,1,11.402715
0.0,1,11.404303
0.0,1,11.405897
0.0,1,11.407433
0.0,1,11.408959
0.0,1,11.410483
0.0,1,11.412004
0.0,1,11.413529
0.0,1,11.415016
0.0,1,11.416569
0.0,1,11.418276
0.0,1,11.419797
0.0,1,11.421337
0.0,1,11.506867
0.0,1,11.509054
0.0,1,11.510793
0.0,1,11.512358
0.0,1,11.513897
0.0,1,11.515513
0.0,1,11.517142
0.0,1,11.518703
0.0,1,11.520231
0.0,1,11.521914
0.0,1,11.523431
0.0,1,11.525069
0.0,1,11.526902
0.0,1,11.528362
0.0,1,11.529951
0.0,1,11.531516
0.0,1,11.533107
0.0,1,11.534632
0.0,1,11.536188
0.0,1,11.537778
0.0,1,11.539347
0.0,1,11.541012
0.0,1,11.54248
0.0,1,11.543982
0.0,1,11.545471
0.0,1,11.547142
0.0,1,11.548856
0.0,1,11.550408
0.0,1,11.551971
0.0,1,11.553467
0.0,1,11.554933
0.0,1,11.556432
0.0,1,11.557951
0.0,1,11.559448
0.0,1,11.560961
0.0,1,11.562452
0.0,1,11.563892
0.0,1,11.565334
0.0,1,11.567021
0.0,1,11.568535
0.0,1,11.570027
0.0,1,11.571473
0.0,1,11.572943
0.0,1,11.574458
0.0,1,11.575929
0.0,1,11.577455
0.0,1,11.578921
0.0,1,11.580473
0.0,1,11.582033
0.0,1,11.583524
0.0,1,11.58511
0.0,1,11.586681
0.0,1,11.588704
0.0,1,11.590228
0.0,1,11.591744
0.0,1,11.593249
0.0,1,11.594825
0.0,1,11.596334
0.0,1,11.597999
0.0,1,11.599555
0.0,1,11.601133
0.0,1,11.602637
0.0,1,11.604178
0.0,1,11.605718
0.0,1,11.607283
0.0,1,11.609038
0.0,1,11.610605
0.0,1,11.612152
0.0,1,11.613826
0.0,1,11.615353
0.0,1,11.616914
0.0,1,11.618458
0.0,1,11.620003
0.0,1,11.621479
0.0,1,11.622998
0.0,1,11.624512
0.0,1,11.625993
0.0,1,11.627482
0.0,1,11.629288
0.0,1,11.630833
0.0,1,11.632453
0.0,1,11.633938
0.0,1,11.635509
0.0,1,11.637134
0.0,1,11.638762
0.0,1,11.640801
0.0,1,11.642415
0.0,1,11.644073
0.0,1,11.645741
0.0,1,11.647355
0.0,1,11.648883
0.0,1,11.650876
0.0,1,11.652353
0.0,1,11.653766
0.0,1,11.655252
0.0,1,11.656815
0.0,1,11.658178
0.0,1,11.65981
0.0,1,11.661272
0.0,1,11.662803
0.0,1,11.664292
0.0,1,11.665858
0.0,1,11.667439
0.0,1,11.668913
0.0,1,11.670654
0.0,1,11.672186
0.0,1,11.673698
0.0,1,11.675469
0.0,1,11.677063
0.0,1,11.678545
0.0,1,11.679961
0.0,1,11.681553
0.0,1,11.68309
0.0,1,11.684738
0.0,1,11.686278
0.0,1,11.687805
0.0,1,11.689324
0.0,1,11.690979
0.0,1,11.692446
0.0,1,11.693923
0.0,1,11.695377
0.0,1,11.696842
0.0,1,11.698393
0.0,1,11.699869
0.0,1,11.701419
0.0,1,11.702941
0.0,1,11.70458
0.0,1,11.70612
0.0,1,11.768317
0.0,1,11.770662
0.0,1,11.772544
0.0,1,11.774161
0.0,1,11.775846
0.0,1,11.777338
0.0,1,11.778787
0.0,1,11.780231
0.0,1,11.781733
0.0,1,11.783206
0.0,1,11.784741
0.0,1,11.786129
0.0,1,11.787592
0.0,1,11.789062
0.0,1,11.790429
0.0,1,11.791797
0.0,1,11.793254
0.0,1,11.794955
0.0,1,11.796473
0.0,1,11.798025
0.0,1,11.799522
0.0,1,11.801054
0.0,1,11.802552
0.0,1,11.804043
0.0,1,11.805558
0.0,1,11.806998
0.0,1,11.808498
0.0,1,11.809932
0.0,1,11.811425
0.0,1,11.812924
0.0,1,11.814603
0.0,1,11.815941
0.0,1,11.817342
0.0,1,11.818727
0.0,1,11.820106
0.0,1,11.821487
0.0,1,11.822875
0.0,1,11.82425
0.0,1,11.825762
0.0,1,11.827112
0.0,1,11.828531
0.0,1,11.829955
0.0,1,11.83131
0.0,1,11.832918
0.0,1,11.834316
0.0,1,11.835702
0.0,1,11.837136
0.0,1,11.83856
0.0,1,11.840238
0.0,1,11.84174
0.0,1,11.843331
0.0,1,11.844982
0.0,1,11.84652
0.0,1,11.848078
0.0,1,11.849695
0.0,1,11.851271
0.0,1,11.852958
0.0,1,11.854388
0.0,1,11.855945
0.0,1,11.857563
0.0,1,11.859139
0.0,1,11.860763
0.0,1,11.862328
0.0,1,11.863836
0.0,1,11.865412
0.0,1,11.866894
0.0,1,11.868436
0.0,1,11.870014
0.0,1,11.871588
0.0,1,11.873326
0.0,1,11.874878
0.0,1,11.876474
0.0,1,11.878075
0.0,1,11.879623
0.0,1,11.881229
0.0,1,11.883033
0.0,1,11.884665
0.0,1,11.886234
0.0,1,11.887704
0.0,1,11.889206
0.0,1,11.89067
0.0,1,11.892231
0.0,1,11.894199
0.0,1,11.895611
0.0,1,11.897074
0.0,1,11.89877
0.0,1,11.900725
0.0,1,11.902361
0.0,1,11.903892
0.0,1,11.905443
0.0,1,11.907027
0.0,1,11.9086
0.0,1,11.910115
0.0,1,11.911659
0.0,1,11.913234
0.0,1,11.914933
0.0,1,11.916679
0.0,1,11.918267
0.0,1,11.919887
0.0,1,11.921628
0.0,1,11.923293
0.0,1,11.925067
0.0,1,11.927027
0.0,1,11.92865
0.0,1,11.930243
0.0,1,11.931788
0.0,1,11.933331
0.0,1,11.934889
0.0,1,11.936733
0.0,1,11.938496
0.0,1,11.939968
0.0,1,11.941572
0.0,1,11.943319
0.0,1,11.944937
0.0,1,11.94651
0.0,1,11.948173
0.0,1,11.949798
0.0,1,11.951371
0.0,1,11.952986
0.0,1,11.954479
0.0,1,11.956014
0.0,1,11.957779
0.0,1,11.959338
0.0,1,11.96099
0.0,1,11.962572
0.0,1,11.964164
0.0,1,11.966004
0.0,1,11.967636
0.0,1,12.037372
0.0,1,12.040027
0.0,1,12.042127
0.0,1,12.04397
0.0,1,12.045406
0.0,1,12.046844
0.0,1,12.048296
0.0,1,12.049812
0.0,1,12.05146
0.0,1,12.05286
0.0,1,12.054254
0.0,1,12.055746
0.0,1,12.057112
0.0,1,12.058453
0.0,1,12.059764
0.0,1,12.061045
0.0,1,12.062433
0.0,1,12.063777
0.0,1,12.065172
0.0,1,12.06655
0.0,1,12.067897
0.0,1,12.069463
0.0,1,12.070864
0.0,1,12.072222
0.0,1,12.073545
0.0,1,12.074955
0.0,1,12.076286
0.0,1,12.077708
0.0,1,12.079041
0.0,1,12.080357
0.0,1,12.081749
0.0,1,12.083153
0.0,1,12.084563
0.0,1,12.085915
0.0,1,12.087463
0.0,1,12.088822
0.0,1,12.090203
0.0,1,12.091716
0.0,1,12.093144
0.0,1,12.094724
0.0,1,12.096293
0.0,1,12.097741
0.0,1,12.099157
0.0,1,12.100729
0.0,1,12.102332
0.0,1,12.103884
0.0,1,12.105505
0.0,1,12.107182
0.0,1,12.108537
0.0,1,12.109998
0.0,1,12.111443
0.0,1,12.112883
0.0,1,12.114341
0.0,1,12.115838
0.0,1,12.117373
0.0,1,12.118836
0.0,1,12.120262
0.0,1,12.121681
0.0,1,12.123093
0.0,1,12.124548
0.0,1,12.126002
0.0,1,12.127629
0.0,1,12.129081
0.0,1,12.130456
0.0,1,12.131851
0.0,1,12.133347
0.0,1,12.134919
0.0,1,12.136483
0.0,1,12.137934
0.0,1,12.139361
0.0,1,12.140933
0.0,1,12.14233
0.0,1,12.143707
0.0,1,12.145068
0.0,1,12.146636
0.0,1,12.148027
0.0,1,12.149492
0.0,1,12.150812
0.0,1,12.152204
0.0,1,12.153605
0.0,1,12.155052
0.0,1,12.156377
0.0,1,12.157852
0.0,1,12.159278
0.0,1,12.160735
0.0,1,12.162152
0.0,1,12.163826
0.0,1,12.165282
0.0,1,12.166769
0.0,1,12.168196
0.0,1,12.169629
0.0,1,12.171146
0.0,1,12.172549
0.0,1,12.173987
0.0,1,12.175408
0.0,1,12.176775
0.0,1,12.178199
0.0,1,12.179608
0.0,1,12.181238
0.0,1,12.182546
0.0,1,12.183913
0.0,1,12.185306
0.0,1,12.186862
0.0,1,12.188356
0.0,1,12.189819
0.0,1,12.191336
0.0,1,12.19278
0.0,1,12.194174
0.0,1,12.195606
0.0,1,12.197
0.0,1,12.198393
0.0,1,12.200325
0.0,1,12.201744
0.0,1,12.20332
0.0,1,12.204808
0.0,1,12.206284
0.0,1,12.207659
0.0,1,12.209128
0.0,1,12.210642
0.0,1,12.212167
0.0,1,12.213784
0.0,1,12.215305
0.0,1,12.216887
0.0,1,12.218401
0.0,1,12.220106
0.0,1,12.221538
0.0,1,12.22305
0.0,1,12.224553
0.0,1,12.287537
0.0,1,12.28968
0.0,1,12.291466
0.0,1,12.293673
0.0,1,12.295483
0.0,1,12.297207
0.0,1,12.29876
0.0,1,12.300187
0.0,1,12.3017
0.0,1,12.303315
0.0,1,12.304815
0.0,1,12.306563
0.0,1,12.308033
0.0,1,12.309534
0.0,1,12.31098
0.0,1,12.312366
0.0,1,12.313755
0.0,1,12.315063
0.0,1,12.316303
0.0,1,12.317629
0.0,1,12.318894
0.0,1,12.320134
0.0,1,12.321509
0.0,1,12.322875
0.0,1,12.324375
0.0,1,12.325784
0.0,1,12.327293
0.0,1,12.328713
0.0,1,12.330116
0.0,1,12.331529
0.0,1,12.332936
0.0,1,12.334331
0.0,1,12.335726
0.0,1,12.337085
0.0,1,12.338331
0.0,1,12.339638
0.0,1,12.340999
0.0,1,12.342513
0.0,1,12.343748
0.0,1,12.345141
0.0,1,12.346505
0.0,1,12.347909
0.0,1,12.34928
0.0,1,12.350662
0.0,1,12.352029
0.0,1,12.353415
0.0,1,12.354778
0.0,1,12.356272
0.0,1,12.357674
0.0,1,12.359066
0.0,1,12.360687
0.0,1,12.362114
0.0,1,12.363528
0.0,1,12.365016
0.0,1,12.366462
0.0,1,12.367855
0.0,1,12.369348
0.0,1,12.370781
0.0,1,12.37221
0.0,1,12.373691
0.0,1,12.375124
0.0,1,12.376584
0.0,1,12.378037
0.0,1,12.379682
0.0,1,12.381124
0.0,1,12.382551
0.0,1,12.383924
0.0,1,12.38539
0.0,1,12.386854
0.0,1,12.388238
0.0,1,12.389712
0.0,1,12.391129
0.0,1,12.392568
0.0,1,12.39399
0.0,1,12.395415
0.0,1,12.396832
0.0,1,12.398391
0.0,1,12.399831
0.0,1,12.401312
0.0,1,12.402723
0.0,1,12.404207
0.0,1,12.405702
0.0,1,12.407182
0.0,1,12.408655
0.0,1,12.410113
0.0,1,12.411529
0.0,1,12.413033
0.0,1,12.414445
0.0,1,12.415908
0.0,1,12.417557
0.0,1,12.419122
0.0,1,12.420785
0.0,1,12.422322
0.0,1,12.423954
0.0,1,12.425548
0.0,1,12.427177
0.0,1,12.428854
0.0,1,12.430515
0.0,1,12.432095
0.0,1,12.433704
0.0,1,12.435283
0.0,1,12.436887
0.0,1,12.438591
0.0,1,12.440177
0.0,1,12.441783
0.0,1,12.443295
0.0,1,12.444877
0.0,1,12.44637
0.0,1,12.447869
0.0,1,12.449403
0.0,1,12.45129
0.0,1,12.452838
0.0,1,12.45431
0.0,1,12.455788
0.0,1,12.45736
0.0,1,12.458978
0.0,1,12.460858
0.0,1,12.462315
0.0,1,12.463743
0.0,1,12.465218
0.0,1,12.466689
0.0,1,12.468152
0.0,1,12.469616
0.0,1,12.471045
0.0,1,12.472507
0.0,1,12.473951
0.0,1,12.47537
0.0,1,12.476917
0.0,1,12.535201
0.0,1,12.53722
0.0,1,12.538987
0.0,1,12.540879
0.0,1,12.542509
0.0,1,12.544089
0.0,1,12.545618
0.0,1,12.547199
0.0,1,12.548693
0.0,1,12.550174
0.0,1,12.5516
0.0,1,12.553078
0.0,1,12.554566
0.0,1,12.556034
0.0,1,12.557498
0.0,1,12.558921
0.0,1,12.561546
0.0,1,12.563069
0.0,1,12.564779
0.0,1,12.56627
0.0,1,12.56786
0.0,1,12.569415
0.0,1,12.570949
0.0,1,12.572641
0.0,1,12.574121
0.0,1,12.575751
0.0,1,12.577344
0.0,1,12.57895
0.0,1,12.580565
0.0,1,12.582345
0.0,1,12.583901
0.0,1,12.58538
0.0,1,12.586876
0.0,1,12.588478
0.0,1,12.59005
0.0,1,12.591515
0.0,1,12.592979
0.0,1,12.594452
0.0,1,12.595923
0.0,1,12.597417
0.0,1,12.598882
0.0,1,12.600304
0.0,1,12.602087
0.0,1,12.603536
0.0,1,12.605063
0.0,1,12.606563
0.0,1,12.608019
0.0,1,12.609484
0.0,1,12.610968
0.0,1,12.612473
0.0,1,12.61398
0.0,1,12.615555
0.0,1,12.617074
0.0,1,12.618558
0.0,1,12.62002
0.0,1,12.621623
0.0,1,12.623064
0.0,1,12.624568
0.0,1,12.626053
0.0,1,12.627571
0.0,1,12.629172
0.0,1,12.630836
0.0,1,12.632375
0.0,1,12.634024
0.0,1,12.635698
0.0,1,12.637289
0.0,1,12.63885
0.0,1,12.640439
0.0,1,12.642233
0.0,1,12.643772
0.0,1,12.645276
0.0,1,12.646854
0.0,1,12.648381
0.0,1,12.650015
0.0,1,12.651479
0.0,1,12.652971
0.0,1,12.654464
0.0,1,12.656033
0.0,1,12.657627
0.0,1,12.659248
0.0,1,12.660796
0.0,1,12.662555
0.0,1,12.664226
0.0,1,12.665873
0.0,1,12.667404
0.0,1,12.668995
0.0,1,12.670521
0.0,1,12.672021
0.0,1,12.673541
0.0,1,12.675159
0.0,1,12.676797
0.0,1,12.678291
0.0,1,12.679906
0.0,1,12.681388
0.0,1,12.683137
0.0,1,12.684764
0.0,1,12.68631
0.0,1,12.687819
0.0,1,12.689425
0.0,1,12.690886
0.0,1,12.692419
0.0,1,12.693934
0.0,1,12.695482
0.0,1,12.697076
0.0,1,12.698564
0.0,1,12.700109
0.0,1,12.701719
0.0,1,12.703504
0.0,1,12.705073
0.0,1,12.706725
0.0,1,12.708319
0.0,1,12.709997
0.0,1,12.71174
0.0,1,12.713295
0.0,1,12.714912
0.0,1,12.716577
0.0,1,12.718179
0.0,1,12.719749
0.0,1,12.721295
0.0,1,12.723086
0.0,1,12.72476
0.0,1,12.726542
0.0,1,12.72817
0.0,1,12.729784
0.0,1,12.731397
0.0,1,12.733025
0.0,1,12.734639
0.0,1,12.736228
0.0,1,12.807725
0.0,1,12.809958
0.0,1,12.811927
0.0,1,12.813625
0.0,1,12.815148
0.0,1,12.81674
0.0,1,12.818279
0.0,1,12.820064
0.0,1,12.821643
0.0,1,12.823155
0.0,1,12.824725
0.0,1,12.826339
0.0,1,12.827943
0.0,1,12.829536
0.0,1,12.831011
0.0,1,12.832588
0.0,1,12.834158
0.0,1,12.835644
0.0,1,12.837178
0.0,1,12.838743
0.0,1,12.840521
0.0,1,12.842015
0.0,1,12.843471
0.0,1,12.845049
0.0,1,12.846519
0.0,1,12.848053
0.0,1,12.849658
0.0,1,12.851171
0.0,1,12.852772
0.0,1,12.854369
0.0,1,12.856003
0.0,1,12.857677
0.0,1,12.859324
0.0,1,12.861217
0.0,1,12.862881
0.0,1,12.864564
0.0,1,12.866227
0.0,1,12.867895
0.0,1,12.86946
0.0,1,12.87097
0.0,1,12.872468
0.0,1,12.874061
0.0,1,12.875611
0.0,1,12.877156
0.0,1,12.878723
0.0,1,12.880244
0.0,1,12.882246
0.0,1,12.883784
0.0,1,12.885318
0.0,1,12.886868
0.0,1,12.88848
0.0,1,12.890092
0.0,1,12.891653
0.0,1,12.893139
0.0,1,12.894689
0.0,1,12.896255
0.0,1,12.897868
0.0,1,12.899411
0.0,1,12.90097
0.0,1,12.902533
0.0,1,12.904294
0.0,1,12.905852
0.0,1,12.907325
0.0,1,12.908978
0.0,1,12.910713
0.0,1,12.912446
0.0,1,12.914024
0.0,1,12.915572
0.0,1,12.917114
0.0,1,12.918664
0.0,1,12.920218
0.0,1,12.921777
0.0,1,12.923272
0.0,1,12.925091
0.0,1,12.926858
0.0,1,12.928294
0.0,1,12.929891
0.0,1,12.93144
0.0,1,12.933127
0.0,1,12.934709
0.0,1,12.936172
0.0,1,12.937644
0.0,1,12.93906
0.0,1,12.940502
0.0,1,12.941956
0.0,1,12.943367
0.0,1,12.945092
0.0,1,12.946518
0.0,1,12.947967
0.0,1,12.949494
0.0,1,12.950946
0.0,1,12.952382
0.0,1,12.953888
0.0,1,12.955377
0.0,1,12.956939
0.0,1,12.958526
0.0,1,12.960017
0.0,1,12.961547
0.0,1,12.963001
0.0,1,12.964727
0.0,1,12.966282
0.0,1,12.967764
0.0,1,12.96927
0.0,1,12.970826
0.0,1,12.972452
0.0,1,12.974033
0.0,1,12.975609
0.0,1,12.977175
0.0,1,12.978745
0.0,1,12.980304
0.0,1,12.981922
0.0,1,12.983437
0.0,1,12.984943
0.0,1,12.986641
0.0,1,12.988087
0.0,1,12.989595
0.0,1,12.990956
0.0,1,12.992329
0.0,1,12.9938
0.0,1,12.995153
0.0,1,12.996598
0.0,1,12.99796
0.0,1,12.99932
0.0,1,13.000796
0.0,1,13.002198
0.0,1,13.00359
0.0,1,13.00524
0.0,1,13.006644
0.0,1,13.081681
0.0,1,13.083861
0.0,1,13.085553
0.0,1,13.087238
0.0,1,13.088927
0.0,1,13.090721
0.0,1,13.092364
0.0,1,13.093935
0.0,1,13.09545
0.0,1,13.096987
0.0,1,13.09851
0.0,1,13.100009
0.0,1,13.101835
0.0,1,13.103289
0.0,1,13.104859
0.0,1,13.106405
0.0,1,13.108187
0.0,1,13.109843
0.0,1,13.111499
0.0,1,13.113117
0.0,1,13.11468
0.0,1,13.116193
0.0,1,13.117716
0.0,1,13.119185
0.0,1,13.120757
0.0,1,13.122423
0.0,1,13.123911
0.0,1,13.125397
0.0,1,13.126983
0.0,1,13.128623
0.0,1,13.130233
0.0,1,13.131778
0.0,1,13.133236
0.0,1,13.134761
0.0,1,13.136274
0.0,1,13.137986
0.0,1,13.139611
0.0,1,13.141187
0.0,1,13.142908
0.0,1,13.144355
0.0,1,13.1459
0.0,1,13.147557
0.0,1,13.149258
0.0,1,13.150747
0.0,1,13.152279
0.0,1,13.153755
0.0,1,13.155207
0.0,1,13.156752
0.0,1,13.158215
0.0,1,13.159723
0.0,1,13.161214
0.0,1,13.162904
0.0,1,13.164334
0.0,1,13.166162
0.0,1,13.167734
0.0,1,13.16924
0.0,1,13.170749
0.0,1,13.172265
0.0,1,13.173865
0.0,1,13.175399
0.0,1,13.177024
0.0,1,13.178555
0.0,1,13.180013
0.0,1,13.181577
0.0,1,13.183321
0.0,1,13.184886
0.0,1,13.186402
0.0,1,13.187942
0.0,1,13.189496
0.0,1,13.191011
0.0,1,13.192508
0.0,1,13.194063
0.0,1,13.195543
0.0,1,13.197338
0.0,1,13.198922
0.0,1,13.200485
0.0,1,13.202684
0.0,1,13.204192
0.0,1,13.205732
0.0,1,13.207557
0.0,1,13.209114
0.0,1,13.210818
0.0,1,13.212633
0.0,1,13.214402
0.0,1,13.216321
0.0,1,13.218089
0.0,1,13.219865
0.0,1,13.221593
0.0,1,13.22328
0.0,1,13.225174
0.0,1,13.226714
0.0,1,13.228334
0.0,1,13.229904
0.0,1,13.231522
0.0,1,13.233169
0.0,1,13.234777
0.0,1,13.236382
0.0,1,13.238005
0.0,1,13.239578
0.0,1,13.241132
0.0,1,13.242801
0.0,1,13.244322
0.0,1,13.246206
0.0,1,13.247812
0.0,1,13.249434
0.0,1,13.251026
0.0,1,13.252863
0.0,1,13.254525
0.0,1,13.256027
0.0,1,13.257578
0.0,1,13.259075
0.0,1,13.260549
0.0,1,13.26219
0.0,1,13.263783
0.0,1,13.265357
0.0,1,13.267149
0.0,1,13.268875
0.0,1,13.270433
0.0,1,13.271984
0.0,1,13.273554
0.0,1,13.275056
0.0,1,13.276686
0.0,1,13.278286
0.0,1,13.279931
0.0,1,13.281556
0.0,1,13.283114
0.0,1,13.28471
0.0,1,13.286214
0.0,1,13.362797
0.0,1,13.365392
0.0,1,13.366962
0.0,1,13.368575
0.0,1,13.370194
0.0,1,13.371807
0.0,1,13.373352
0.0,1,13.3749
0.0,1,13.382498
0.0,1,13.384012
0.0,1,13.385617
0.0,1,13.387132
0.0,1,13.388825
0.0,1,13.390499
0.0,1,13.392263
0.0,1,13.393769
0.0,1,13.395347
0.0,1,13.396858
0.0,1,13.398439
0.0,1,13.400025
0.0,1,13.40162
0.0,1,13.40324
0.0,1,13.404829
0.0,1,13.406477
0.0,1,13.408017
0.0,1,13.409548
0.0,1,13.411026
0.0,1,13.412799
0.0,1,13.414421
0.0,1,13.41604
0.0,1,13.417619
0.0,1,13.419185
0.0,1,13.420748
0.0,1,13.422227
0.0,1,13.423776
0.0,1,13.425367
0.0,1,13.42702
0.0,1,13.428664
0.0,1,13.430486
0.0,1,13.432133
0.0,1,13.433985
0.0,1,13.435579
0.0,1,13.437258
0.0,1,13.438887
0.0,1,13.440564
0.0,1,13.442249
0.0,1,13.443819
0.0,1,13.445422
0.0,1,13.44702
0.0,1,13.448642
0.0,1,13.450501
0.0,1,13.452069
0.0,1,13.453821
0.0,1,13.4555
0.0,1,13.457173
0.0,1,13.458847
0.0,1,13.460411
0.0,1,13.461971
0.0,1,13.463506
0.0,1,13.465056
0.0,1,13.466627
0.0,1,13.468173
0.0,1,13.469736
0.0,1,13.471251
0.0,1,13.472811
0.0,1,13.474269
0.0,1,13.475987
0.0,1,13.477576
0.0,1,13.479118
0.0,1,13.480731
0.0,1,13.482285
0.0,1,13.483845
0.0,1,13.485413
0.0,1,13.48699
0.0,1,13.488571
0.0,1,13.490135
0.0,1,13.49168
0.0,1,13.493281
0.0,1,13.494882
0.0,1,13.496737
0.0,1,13.498371
0.0,1,13.499989
0.0,1,13.501631
0.0,1,13.503202
0.0,1,13.504755
0.0,1,13.506362
0.0,1,13.507924
0.0,1,13.509482
0.0,1,13.511034
0.0,1,13.512583
0.0,1,13.514169
0.0,1,13.515714
0.0,1,13.517494
0.0,1,13.519088
0.0,1,13.52071
0.0,1,13.522337
0.0,1,13.524044
0.0,1,13.525687
0.0,1,13.527324
0.0,1,13.528944
0.0,1,13.530468
0.0,1,13.532013
0.0,1,13.533551
0.0,1,13.535106
0.0,1,13.536649
0.0,1,13.538677
0.0,1,13.54021
0.0,1,13.541734
0.0,1,13.543305
0.0,1,13.544886
0.0,1,13.546456
0.0,1,13.548014
0.0,1,13.549618
0.0,1,13.551165
0.0,1,13.552832
0.0,1,13.554364
0.0,1,13.555892
0.0,1,13.557607
0.0,1,13.559139
0.0,1,13.560719
0.0,1,13.562323
0.0,1,13.563873
0.0,1,13.565461
0.0,1,13.56707
0.0,1,13.568766
0.0,1,13.570369
0.0,1,13.571975
0.0,1,13.573563
0.0,1,13.649392
0.0,1,13.65142
0.0,1,13.65325
0.0,1,13.655061
0.0,1,13.657164
0.0,1,13.658808
0.0,1,13.66048
0.0,1,13.662084
0.0,1,13.663803
0.0,1,13.665399
0.0,1,13.667052
0.0,1,13.668619
0.0,1,13.670194
0.0,1,13.671837
0.0,1,13.673419
0.0,1,13.675003
0.0,1,13.676543
0.0,1,13.678215
0.0,1,13.679626
0.0,1,13.681175
0.0,1,13.682716
0.0,1,13.684224
0.0,1,13.685768
0.0,1,13.687442
0.0,1,13.689145
0.0,1,13.690733
0.0,1,13.692303
0.0,1,13.693882
0.0,1,13.695517
0.0,1,13.697179
0.0,1,13.698705
0.0,1,13.700587
0.0,1,13.702114
0.0,1,13.70363
0.0,1,13.705102
0.0,1,13.706945
0.0,1,13.708544
0.0,1,13.710042
0.0,1,13.711489
0.0,1,13.713011
0.0,1,13.714492
0.0,1,13.715909
0.0,1,13.71735
0.0,1,13.718854
0.0,1,13.720588
0.0,1,13.722117
0.0,1,13.723561
0.0,1,13.72516
0.0,1,13.726644
0.0,1,13.728183
0.0,1,13.729707
0.0,1,13.731197
0.0,1,13.732893
0.0,1,13.734454
0.0,1,13.736095
0.0,1,13.737708
0.0,1,13.739258
0.0,1,13.740913
0.0,1,13.742364
0.0,1,13.743839
0.0,1,13.745383
0.0,1,13.746937
0.0,1,13.748468
0.0,1,13.750045
0.0,1,13.751653
0.0,1,13.753063
0.0,1,13.754538
